Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address
12882,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,"Bahir Dar, Ethiopia"
12883,Wireless Mouse,"ETB 1,200",-1.0,,"Hawassa, Ethiopia"
12884,iPhone 13,"ETB 45,000",-3.0,2025-02-10,"Adama, Ethiopia"
12885,Wireless Mouse,"ETB 1,200",-3.0,,
12886,MacBook Pro,"ETB 120,000",-1.0,,"Bole, Addis Ababa"
12887,Laptop Bag,"ETB 2,500",-3.0,,"Adama, Ethiopia"
12888,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,
12889,iPhone 13,"ETB 45,000",-3.0,,"Hawassa, Ethiopia"
12890,Samsung S22,"ETB 38,000",3.0,,
12891,Samsung S22,"ETB 38,000",3.0,,"Bole, Addis Ababa"
12892,Shoe,"ETB 3,500",1.0,,
12893,MacBook Pro,"ETB 120,000",1.0,2025/01/15,
12894,Samsung S22,"ETB 38,000",,2025/01/15,
12895,iPhone 13,"ETB 45,000",-3.0,,"Megenagna, Addis Ababa"
12896,Samsung S22,"ETB 38,000",,2025/01/15,"Megenagna, Addis Ababa"
12897,Wireless Mouse,"ETB 1,200",,,"Hawassa, Ethiopia"
12898,Shoe,"ETB 3,500",-1.0,,
12899,iPhone 13,"ETB 45,000",3.0,2025-05-12,
12900,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,"Mekelle, Ethiopia"
12901,Wireless Mouse,"ETB 1,200",-1.0,,"Mekelle, Ethiopia"
12902,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,
12903,MacBook Pro,"ETB 120,000",2.0,,
12904,Laptop Bag,"ETB 2,500",-3.0,2025-05-12,"Bole, Addis Ababa"
12905,iPhone 13,"ETB 45,000",1.0,,
12906,Samsung S22,"ETB 38,000",1.0,,
12907,Samsung S22,"ETB 38,000",3.0,2025-02-10,
12908,MacBook Pro,"ETB 120,000",,,"Hawassa, Ethiopia"
12909,Wireless Mouse,"ETB 1,200",,,
12910,Samsung S22,"ETB 38,000",-1.0,,
12911,Samsung S22,"ETB 38,000",-1.0,,"Bahir Dar, Ethiopia"
12912,Wireless Mouse,"ETB 1,200",2.0,,"Bole, Addis Ababa"
12913,Samsung S22,"ETB 38,000",,2025/04/05,"Mekelle, Ethiopia"
12914,Wireless Mouse,"ETB 1,200",-1.0,,"Mekelle, Ethiopia"
12915,Shoe,"ETB 3,500",-1.0,,"Mekelle, Ethiopia"
12916,iPhone 13,"ETB 45,000",3.0,,
12917,Samsung S22,"ETB 38,000",2.0,2025-02-10,
12918,Samsung S22,"ETB 38,000",2.0,,"Bahir Dar, Ethiopia"
12919,Shoe,"ETB 3,500",2.0,2025-02-10,"Bahir Dar, Ethiopia"
12920,Shoe,"ETB 3,500",1.0,2025-05-12,"Hawassa, Ethiopia"
12921,iPhone 13,"ETB 45,000",-3.0,,
12922,iPhone 13,"ETB 45,000",-3.0,,"Bole, Addis Ababa"
12923,MacBook Pro,"ETB 120,000",-1.0,2025/01/15,"Mekelle, Ethiopia"
12924,Laptop Bag,"ETB 2,500",-1.0,,"Mekelle, Ethiopia"
12925,Shoe,"ETB 3,500",-3.0,2025-02-10,"Bahir Dar, Ethiopia"
12926,Laptop Bag,"ETB 2,500",,,"Mekelle, Ethiopia"
12927,iPhone 13,"ETB 45,000",-3.0,,
12928,Laptop Bag,"ETB 2,500",1.0,,
12929,Samsung S22,"ETB 38,000",2.0,2025/04/05,
12930,Shoe,"ETB 3,500",,2025/04/05,"Bole, Addis Ababa"
12931,iPhone 13,"ETB 45,000",2.0,,
12932,iPhone 13,"ETB 45,000",-1.0,2025-05-12,"Megenagna, Addis Ababa"
12933,Shoe,"ETB 3,500",3.0,,
12934,Shoe,"ETB 3,500",,2025.03.22,
12935,Laptop Bag,"ETB 2,500",-3.0,,
12936,Shoe,"ETB 3,500",-1.0,,
12937,Laptop Bag,"ETB 2,500",1.0,2025-02-10,
12938,iPhone 13,"ETB 45,000",2.0,,
12939,Samsung S22,"ETB 38,000",2.0,2025/04/05,
12940,Shoe,"ETB 3,500",1.0,2025/04/05,"Mekelle, Ethiopia"
12941,Shoe,"ETB 3,500",-3.0,2025.03.22,"Bole, Addis Ababa"
12942,Shoe,"ETB 3,500",1.0,,"Hawassa, Ethiopia"
12943,Laptop Bag,"ETB 2,500",1.0,2025/01/15,
12944,Shoe,"ETB 3,500",,,
12945,Shoe,"ETB 3,500",3.0,2025/04/05,
12946,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,
12947,Shoe,"ETB 3,500",2.0,2025/04/05,"Hawassa, Ethiopia"
12948,Samsung S22,"ETB 38,000",-1.0,,"Megenagna, Addis Ababa"
12949,Shoe,"ETB 3,500",-1.0,2025/04/05,
12950,Shoe,"ETB 3,500",-1.0,,"Adama, Ethiopia"
12951,Wireless Mouse,"ETB 1,200",2.0,2025/01/15,
12952,iPhone 13,"ETB 45,000",1.0,2025-05-12,"Bole, Addis Ababa"
12953,iPhone 13,"ETB 45,000",,,"Bahir Dar, Ethiopia"
12954,Laptop Bag,"ETB 2,500",,2025/04/05,"Mekelle, Ethiopia"
12955,Laptop Bag,"ETB 2,500",2.0,2025/04/05,"Mekelle, Ethiopia"
12956,Laptop Bag,"ETB 2,500",-1.0,2025/01/15,"Hawassa, Ethiopia"
12957,Laptop Bag,"ETB 2,500",,2025-05-12,"Mekelle, Ethiopia"
12958,Wireless Mouse,"ETB 1,200",3.0,2025/01/15,"Megenagna, Addis Ababa"
12959,Laptop Bag,"ETB 2,500",1.0,,
12960,iPhone 13,"ETB 45,000",3.0,2025-02-10,
12961,Samsung S22,"ETB 38,000",1.0,2025.03.22,"Adama, Ethiopia"
12962,Laptop Bag,"ETB 2,500",1.0,,
12963,iPhone 13,"ETB 45,000",-3.0,,"Adama, Ethiopia"
12964,MacBook Pro,"ETB 120,000",3.0,2025/04/05,
12965,MacBook Pro,"ETB 120,000",2.0,,"Bahir Dar, Ethiopia"
12966,iPhone 13,"ETB 45,000",2.0,2025-02-10,"Megenagna, Addis Ababa"
12967,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,
12968,MacBook Pro,"ETB 120,000",1.0,,
12969,iPhone 13,"ETB 45,000",,,"Megenagna, Addis Ababa"
12970,MacBook Pro,"ETB 120,000",-3.0,,"Megenagna, Addis Ababa"
12971,iPhone 13,"ETB 45,000",,,
12972,Shoe,"ETB 3,500",1.0,,"Hawassa, Ethiopia"
12973,Wireless Mouse,"ETB 1,200",,2025-05-12,
12974,Shoe,"ETB 3,500",2.0,2025-02-10,"Adama, Ethiopia"
12975,Laptop Bag,"ETB 2,500",,,"Adama, Ethiopia"
12976,Laptop Bag,"ETB 2,500",3.0,,"Adama, Ethiopia"
12977,Samsung S22,"ETB 38,000",3.0,2025.03.22,"Bole, Addis Ababa"
12978,Laptop Bag,"ETB 2,500",,,"Megenagna, Addis Ababa"
12979,Samsung S22,"ETB 38,000",-3.0,,
12980,Shoe,"ETB 3,500",-3.0,2025.03.22,
12981,Samsung S22,"ETB 38,000",,,"Mekelle, Ethiopia"
12982,iPhone 13,"ETB 45,000",2.0,,
12983,iPhone 13,"ETB 45,000",,2025/04/05,
12984,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
12985,Wireless Mouse,"ETB 1,200",,2025/01/15,"Adama, Ethiopia"
12986,Samsung S22,"ETB 38,000",-1.0,,"Megenagna, Addis Ababa"
12987,Shoe,"ETB 3,500",-1.0,2025-02-10,"Adama, Ethiopia"
12988,Laptop Bag,"ETB 2,500",3.0,,
12989,Laptop Bag,"ETB 2,500",-3.0,,"Megenagna, Addis Ababa"
12990,Laptop Bag,"ETB 2,500",,2025-05-12,
12991,Samsung S22,"ETB 38,000",1.0,,"Adama, Ethiopia"
12992,iPhone 13,"ETB 45,000",3.0,2025-05-12,
12993,iPhone 13,"ETB 45,000",-1.0,2025-02-10,
12994,Samsung S22,"ETB 38,000",-3.0,,"Hawassa, Ethiopia"
12995,iPhone 13,"ETB 45,000",1.0,2025-02-10,
12996,Laptop Bag,"ETB 2,500",2.0,,
12997,Laptop Bag,"ETB 2,500",,2025.03.22,"Megenagna, Addis Ababa"
12998,MacBook Pro,"ETB 120,000",-3.0,2025/04/05,
12999,Wireless Mouse,"ETB 1,200",-3.0,,"Adama, Ethiopia"
13000,Shoe,"ETB 3,500",,,
13001,Laptop Bag,"ETB 2,500",-1.0,,
13002,MacBook Pro,"ETB 120,000",-3.0,,
13003,iPhone 13,"ETB 45,000",,,
13004,Laptop Bag,"ETB 2,500",2.0,,
13005,MacBook Pro,"ETB 120,000",3.0,2025-02-10,
13006,MacBook Pro,"ETB 120,000",2.0,,"Bahir Dar, Ethiopia"
13007,Shoe,"ETB 3,500",1.0,2025-05-12,"Mekelle, Ethiopia"
13008,Samsung S22,"ETB 38,000",-3.0,,
13009,iPhone 13,"ETB 45,000",2.0,,
13010,Wireless Mouse,"ETB 1,200",1.0,2025.03.22,
13011,Laptop Bag,"ETB 2,500",2.0,,"Mekelle, Ethiopia"
13012,Samsung S22,"ETB 38,000",2.0,,"Mekelle, Ethiopia"
13013,Samsung S22,"ETB 38,000",2.0,2025/04/05,"Megenagna, Addis Ababa"
13014,Samsung S22,"ETB 38,000",2.0,2025/01/15,"Megenagna, Addis Ababa"
13015,iPhone 13,"ETB 45,000",-1.0,,"Megenagna, Addis Ababa"
13016,MacBook Pro,"ETB 120,000",1.0,2025-05-12,"Hawassa, Ethiopia"
13017,Laptop Bag,"ETB 2,500",1.0,2025/04/05,"Hawassa, Ethiopia"
13018,Shoe,"ETB 3,500",-1.0,,
13019,Samsung S22,"ETB 38,000",2.0,,"Megenagna, Addis Ababa"
13020,Shoe,"ETB 3,500",2.0,2025/04/05,
13021,Shoe,"ETB 3,500",1.0,2025-02-10,
13022,Laptop Bag,"ETB 2,500",,,
13023,iPhone 13,"ETB 45,000",,,
13024,Samsung S22,"ETB 38,000",,2025/04/05,
13025,MacBook Pro,"ETB 120,000",-3.0,2025-02-10,"Adama, Ethiopia"
13026,Laptop Bag,"ETB 2,500",,2025-05-12,
13027,Wireless Mouse,"ETB 1,200",1.0,,
13028,Shoe,"ETB 3,500",-1.0,2025-05-12,"Megenagna, Addis Ababa"
13029,Shoe,"ETB 3,500",3.0,2025-02-10,
13030,Samsung S22,"ETB 38,000",2.0,2025-02-10,
13031,Samsung S22,"ETB 38,000",,,
13032,iPhone 13,"ETB 45,000",-1.0,,"Bole, Addis Ababa"
13033,Wireless Mouse,"ETB 1,200",1.0,2025/01/15,
13034,Shoe,"ETB 3,500",-3.0,,"Hawassa, Ethiopia"
13035,Laptop Bag,"ETB 2,500",,2025.03.22,
13036,iPhone 13,"ETB 45,000",3.0,,"Bole, Addis Ababa"
13037,Wireless Mouse,"ETB 1,200",2.0,2025.03.22,"Megenagna, Addis Ababa"
13038,iPhone 13,"ETB 45,000",1.0,,"Hawassa, Ethiopia"
13039,MacBook Pro,"ETB 120,000",1.0,,"Bole, Addis Ababa"
13040,iPhone 13,"ETB 45,000",1.0,,
13041,MacBook Pro,"ETB 120,000",3.0,2025.03.22,"Bahir Dar, Ethiopia"
13042,Shoe,"ETB 3,500",-3.0,,
13043,Samsung S22,"ETB 38,000",-3.0,2025-05-12,
13044,Wireless Mouse,"ETB 1,200",1.0,,"Hawassa, Ethiopia"
13045,Laptop Bag,"ETB 2,500",-1.0,,"Bole, Addis Ababa"
13046,Shoe,"ETB 3,500",-1.0,,"Adama, Ethiopia"
13047,Samsung S22,"ETB 38,000",2.0,,
13048,Samsung S22,"ETB 38,000",-1.0,,"Megenagna, Addis Ababa"
13049,MacBook Pro,"ETB 120,000",2.0,,
13050,MacBook Pro,"ETB 120,000",,2025.03.22,"Megenagna, Addis Ababa"
13051,Wireless Mouse,"ETB 1,200",-1.0,2025/04/05,
13052,MacBook Pro,"ETB 120,000",3.0,2025.03.22,"Adama, Ethiopia"
13053,Wireless Mouse,"ETB 1,200",2.0,,"Adama, Ethiopia"
13054,Samsung S22,"ETB 38,000",3.0,2025-05-12,
13055,Shoe,"ETB 3,500",-3.0,,
13056,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,"Megenagna, Addis Ababa"
13057,Samsung S22,"ETB 38,000",2.0,2025/04/05,"Mekelle, Ethiopia"
13058,Samsung S22,"ETB 38,000",,2025.03.22,"Megenagna, Addis Ababa"
13059,iPhone 13,"ETB 45,000",2.0,,"Megenagna, Addis Ababa"
13060,Laptop Bag,"ETB 2,500",2.0,,"Adama, Ethiopia"
13061,iPhone 13,"ETB 45,000",2.0,2025/01/15,
13062,Laptop Bag,"ETB 2,500",,,
13063,MacBook Pro,"ETB 120,000",-1.0,2025-05-12,
13064,Shoe,"ETB 3,500",,2025/01/15,
13065,Wireless Mouse,"ETB 1,200",2.0,,"Adama, Ethiopia"
13066,Samsung S22,"ETB 38,000",-1.0,2025/04/05,"Adama, Ethiopia"
13067,MacBook Pro,"ETB 120,000",1.0,2025.03.22,"Mekelle, Ethiopia"
13068,Wireless Mouse,"ETB 1,200",-1.0,,"Bahir Dar, Ethiopia"
13069,Samsung S22,"ETB 38,000",2.0,,"Hawassa, Ethiopia"
13070,Samsung S22,"ETB 38,000",2.0,,
13071,Shoe,"ETB 3,500",-1.0,2025/01/15,
13072,MacBook Pro,"ETB 120,000",2.0,,
13073,Wireless Mouse,"ETB 1,200",3.0,,"Hawassa, Ethiopia"
13074,iPhone 13,"ETB 45,000",-3.0,,
13075,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,"Hawassa, Ethiopia"
13076,iPhone 13,"ETB 45,000",,2025/04/05,
13077,iPhone 13,"ETB 45,000",1.0,,"Hawassa, Ethiopia"
13078,Laptop Bag,"ETB 2,500",-1.0,,
13079,Shoe,"ETB 3,500",-1.0,,"Bahir Dar, Ethiopia"
13080,Wireless Mouse,"ETB 1,200",-1.0,,
13081,Laptop Bag,"ETB 2,500",-3.0,2025/04/05,
13082,iPhone 13,"ETB 45,000",-1.0,2025-05-12,
13083,iPhone 13,"ETB 45,000",1.0,,
13084,Shoe,"ETB 3,500",-3.0,,
13085,MacBook Pro,"ETB 120,000",3.0,2025-05-12,
13086,MacBook Pro,"ETB 120,000",3.0,2025-05-12,"Bahir Dar, Ethiopia"
13087,Laptop Bag,"ETB 2,500",3.0,,"Bahir Dar, Ethiopia"
13088,Shoe,"ETB 3,500",3.0,,
13089,Samsung S22,"ETB 38,000",1.0,,"Adama, Ethiopia"
13090,Samsung S22,"ETB 38,000",3.0,,"Bole, Addis Ababa"
13091,MacBook Pro,"ETB 120,000",3.0,,
13092,iPhone 13,"ETB 45,000",2.0,2025.03.22,"Adama, Ethiopia"
13093,Laptop Bag,"ETB 2,500",,2025/01/15,
13094,Samsung S22,"ETB 38,000",1.0,,"Bahir Dar, Ethiopia"
13095,MacBook Pro,"ETB 120,000",3.0,,
13096,Laptop Bag,"ETB 2,500",2.0,2025/01/15,"Hawassa, Ethiopia"
13097,Laptop Bag,"ETB 2,500",,2025/01/15,
13098,Samsung S22,"ETB 38,000",-1.0,,"Hawassa, Ethiopia"
13099,Samsung S22,"ETB 38,000",-1.0,2025/01/15,"Adama, Ethiopia"
13100,iPhone 13,"ETB 45,000",3.0,2025-05-12,"Mekelle, Ethiopia"
13101,Samsung S22,"ETB 38,000",-1.0,2025/04/05,
13102,Samsung S22,"ETB 38,000",2.0,2025-02-10,"Adama, Ethiopia"
13103,Shoe,"ETB 3,500",-1.0,2025-05-12,"Bole, Addis Ababa"
13104,iPhone 13,"ETB 45,000",-3.0,2025/01/15,
13105,Shoe,"ETB 3,500",1.0,,"Bole, Addis Ababa"
13106,Laptop Bag,"ETB 2,500",-3.0,2025.03.22,
13107,MacBook Pro,"ETB 120,000",1.0,,
13108,Laptop Bag,"ETB 2,500",-1.0,2025/04/05,
13109,Samsung S22,"ETB 38,000",2.0,2025-02-10,"Adama, Ethiopia"
13110,Laptop Bag,"ETB 2,500",1.0,,
13111,MacBook Pro,"ETB 120,000",2.0,,
13112,Samsung S22,"ETB 38,000",-1.0,2025.03.22,
13113,Wireless Mouse,"ETB 1,200",2.0,,"Hawassa, Ethiopia"
13114,Samsung S22,"ETB 38,000",3.0,2025-02-10,"Adama, Ethiopia"
13115,Samsung S22,"ETB 38,000",1.0,2025/01/15,"Adama, Ethiopia"
13116,MacBook Pro,"ETB 120,000",-1.0,,
13117,Wireless Mouse,"ETB 1,200",2.0,,
13118,Wireless Mouse,"ETB 1,200",-3.0,,"Adama, Ethiopia"
13119,Laptop Bag,"ETB 2,500",,2025/01/15,"Adama, Ethiopia"
13120,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Megenagna, Addis Ababa"
13121,Shoe,"ETB 3,500",1.0,2025/01/15,"Bahir Dar, Ethiopia"
13122,MacBook Pro,"ETB 120,000",1.0,,
13123,MacBook Pro,"ETB 120,000",1.0,2025/04/05,
13124,iPhone 13,"ETB 45,000",3.0,,"Mekelle, Ethiopia"
13125,Laptop Bag,"ETB 2,500",-3.0,,
13126,Samsung S22,"ETB 38,000",1.0,,"Megenagna, Addis Ababa"
13127,Shoe,"ETB 3,500",-3.0,,
13128,iPhone 13,"ETB 45,000",-3.0,2025.03.22,"Bahir Dar, Ethiopia"
13129,MacBook Pro,"ETB 120,000",1.0,,"Megenagna, Addis Ababa"
13130,Wireless Mouse,"ETB 1,200",1.0,,
13131,Samsung S22,"ETB 38,000",-1.0,2025/04/05,"Megenagna, Addis Ababa"
13132,Wireless Mouse,"ETB 1,200",-3.0,,
13133,Laptop Bag,"ETB 2,500",1.0,2025/04/05,"Mekelle, Ethiopia"
13134,Wireless Mouse,"ETB 1,200",3.0,,"Hawassa, Ethiopia"
13135,Samsung S22,"ETB 38,000",3.0,2025/04/05,
13136,Wireless Mouse,"ETB 1,200",2.0,2025-02-10,
13137,iPhone 13,"ETB 45,000",2.0,2025/04/05,"Mekelle, Ethiopia"
13138,Laptop Bag,"ETB 2,500",-3.0,,
13139,Wireless Mouse,"ETB 1,200",1.0,2025-02-10,"Adama, Ethiopia"
13140,Samsung S22,"ETB 38,000",2.0,2025/04/05,
13141,Laptop Bag,"ETB 2,500",1.0,2025-02-10,"Hawassa, Ethiopia"
13142,Shoe,"ETB 3,500",2.0,2025.03.22,"Mekelle, Ethiopia"
13143,Laptop Bag,"ETB 2,500",,,
13144,Laptop Bag,"ETB 2,500",1.0,,
13145,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,
13146,Wireless Mouse,"ETB 1,200",3.0,,"Mekelle, Ethiopia"
13147,Laptop Bag,"ETB 2,500",2.0,,
13148,Shoe,"ETB 3,500",2.0,2025.03.22,
13149,Samsung S22,"ETB 38,000",3.0,2025-02-10,"Mekelle, Ethiopia"
13150,Samsung S22,"ETB 38,000",3.0,,"Adama, Ethiopia"
13151,Samsung S22,"ETB 38,000",2.0,,"Megenagna, Addis Ababa"
13152,Shoe,"ETB 3,500",1.0,2025-05-12,
13153,Wireless Mouse,"ETB 1,200",1.0,,"Megenagna, Addis Ababa"
13154,Shoe,"ETB 3,500",2.0,,"Bahir Dar, Ethiopia"
13155,iPhone 13,"ETB 45,000",1.0,,
13156,MacBook Pro,"ETB 120,000",2.0,2025/01/15,"Mekelle, Ethiopia"
13157,Laptop Bag,"ETB 2,500",-1.0,2025/04/05,
13158,Laptop Bag,"ETB 2,500",-3.0,,"Bole, Addis Ababa"
13159,Wireless Mouse,"ETB 1,200",1.0,,"Megenagna, Addis Ababa"
13160,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Bole, Addis Ababa"
13161,Laptop Bag,"ETB 2,500",-3.0,2025/04/05,"Bahir Dar, Ethiopia"
13162,MacBook Pro,"ETB 120,000",1.0,2025/04/05,"Bahir Dar, Ethiopia"
13163,Laptop Bag,"ETB 2,500",1.0,,"Megenagna, Addis Ababa"
13164,Shoe,"ETB 3,500",,2025/01/15,"Bahir Dar, Ethiopia"
13165,Shoe,"ETB 3,500",2.0,2025/01/15,"Adama, Ethiopia"
13166,Wireless Mouse,"ETB 1,200",1.0,2025-02-10,"Hawassa, Ethiopia"
13167,Wireless Mouse,"ETB 1,200",-3.0,,
13168,Wireless Mouse,"ETB 1,200",,,"Hawassa, Ethiopia"
13169,MacBook Pro,"ETB 120,000",-3.0,,"Megenagna, Addis Ababa"
13170,iPhone 13,"ETB 45,000",3.0,,
13171,Shoe,"ETB 3,500",1.0,2025-02-10,
13172,Laptop Bag,"ETB 2,500",,2025/04/05,"Mekelle, Ethiopia"
13173,Shoe,"ETB 3,500",1.0,,"Megenagna, Addis Ababa"
13174,Samsung S22,"ETB 38,000",1.0,,"Bole, Addis Ababa"
13175,Samsung S22,"ETB 38,000",2.0,2025/04/05,
13176,Shoe,"ETB 3,500",-1.0,,"Megenagna, Addis Ababa"
13177,Shoe,"ETB 3,500",-1.0,2025-05-12,
13178,MacBook Pro,"ETB 120,000",1.0,,
13179,Shoe,"ETB 3,500",3.0,2025/04/05,"Bahir Dar, Ethiopia"
13180,MacBook Pro,"ETB 120,000",3.0,,
13181,Laptop Bag,"ETB 2,500",,2025-05-12,"Bole, Addis Ababa"
13182,Samsung S22,"ETB 38,000",2.0,2025/04/05,
13183,MacBook Pro,"ETB 120,000",2.0,2025-05-12,
13184,MacBook Pro,"ETB 120,000",1.0,2025.03.22,
13185,Shoe,"ETB 3,500",-1.0,2025-05-12,"Bole, Addis Ababa"
13186,iPhone 13,"ETB 45,000",-3.0,2025-05-12,"Adama, Ethiopia"
13187,MacBook Pro,"ETB 120,000",3.0,2025/04/05,"Bahir Dar, Ethiopia"
13188,Shoe,"ETB 3,500",-3.0,2025/01/15,"Bahir Dar, Ethiopia"
13189,Samsung S22,"ETB 38,000",,2025-02-10,
13190,MacBook Pro,"ETB 120,000",,2025-05-12,"Bole, Addis Ababa"
13191,MacBook Pro,"ETB 120,000",2.0,,
13192,Shoe,"ETB 3,500",,2025.03.22,
13193,Wireless Mouse,"ETB 1,200",2.0,,"Bole, Addis Ababa"
13194,MacBook Pro,"ETB 120,000",-3.0,2025-05-12,
13195,Wireless Mouse,"ETB 1,200",-1.0,,
13196,Shoe,"ETB 3,500",-1.0,2025-02-10,"Megenagna, Addis Ababa"
13197,iPhone 13,"ETB 45,000",-1.0,2025/04/05,
13198,Samsung S22,"ETB 38,000",,2025-05-12,
13199,Laptop Bag,"ETB 2,500",,,"Adama, Ethiopia"
13200,Shoe,"ETB 3,500",-1.0,,
13201,MacBook Pro,"ETB 120,000",2.0,2025/01/15,"Megenagna, Addis Ababa"
13202,Laptop Bag,"ETB 2,500",3.0,,
13203,iPhone 13,"ETB 45,000",2.0,2025.03.22,"Hawassa, Ethiopia"
13204,MacBook Pro,"ETB 120,000",3.0,,"Bole, Addis Ababa"
13205,Wireless Mouse,"ETB 1,200",-3.0,,"Mekelle, Ethiopia"
13206,MacBook Pro,"ETB 120,000",-1.0,,
13207,MacBook Pro,"ETB 120,000",1.0,,"Bole, Addis Ababa"
13208,MacBook Pro,"ETB 120,000",-1.0,,
13209,Wireless Mouse,"ETB 1,200",2.0,2025/04/05,
13210,Samsung S22,"ETB 38,000",1.0,2025-05-12,"Mekelle, Ethiopia"
13211,Wireless Mouse,"ETB 1,200",1.0,,
13212,Laptop Bag,"ETB 2,500",2.0,2025-02-10,"Bole, Addis Ababa"
13213,Samsung S22,"ETB 38,000",-3.0,2025/04/05,
13214,MacBook Pro,"ETB 120,000",3.0,2025.03.22,"Hawassa, Ethiopia"
13215,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,
13216,Laptop Bag,"ETB 2,500",2.0,,"Hawassa, Ethiopia"
13217,iPhone 13,"ETB 45,000",3.0,2025.03.22,"Mekelle, Ethiopia"
13218,Samsung S22,"ETB 38,000",2.0,,"Bahir Dar, Ethiopia"
13219,MacBook Pro,"ETB 120,000",3.0,2025.03.22,"Adama, Ethiopia"
13220,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,
13221,Samsung S22,"ETB 38,000",-1.0,,"Mekelle, Ethiopia"
13222,Laptop Bag,"ETB 2,500",-3.0,2025-05-12,"Hawassa, Ethiopia"
13223,Samsung S22,"ETB 38,000",3.0,2025.03.22,
13224,MacBook Pro,"ETB 120,000",3.0,2025-02-10,
13225,iPhone 13,"ETB 45,000",1.0,,
13226,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,"Mekelle, Ethiopia"
13227,Samsung S22,"ETB 38,000",-3.0,,"Hawassa, Ethiopia"
13228,iPhone 13,"ETB 45,000",1.0,2025.03.22,
13229,MacBook Pro,"ETB 120,000",,2025-05-12,"Adama, Ethiopia"
13230,Laptop Bag,"ETB 2,500",2.0,,
13231,Laptop Bag,"ETB 2,500",-3.0,,
13232,Wireless Mouse,"ETB 1,200",2.0,,"Hawassa, Ethiopia"
13233,Laptop Bag,"ETB 2,500",-3.0,,"Adama, Ethiopia"
13234,iPhone 13,"ETB 45,000",2.0,2025/01/15,
13235,Wireless Mouse,"ETB 1,200",3.0,,
13236,Samsung S22,"ETB 38,000",3.0,2025/01/15,"Mekelle, Ethiopia"
13237,Laptop Bag,"ETB 2,500",,2025/04/05,"Hawassa, Ethiopia"
13238,Wireless Mouse,"ETB 1,200",-3.0,2025.03.22,"Megenagna, Addis Ababa"
13239,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,
13240,MacBook Pro,"ETB 120,000",-3.0,,
13241,MacBook Pro,"ETB 120,000",-3.0,,
13242,MacBook Pro,"ETB 120,000",3.0,2025-02-10,
13243,Wireless Mouse,"ETB 1,200",2.0,,
13244,Samsung S22,"ETB 38,000",,2025-02-10,
13245,Laptop Bag,"ETB 2,500",3.0,2025.03.22,"Megenagna, Addis Ababa"
13246,Wireless Mouse,"ETB 1,200",-1.0,2025-05-12,"Megenagna, Addis Ababa"
13247,MacBook Pro,"ETB 120,000",1.0,2025-02-10,"Bahir Dar, Ethiopia"
13248,Laptop Bag,"ETB 2,500",2.0,,"Hawassa, Ethiopia"
13249,Laptop Bag,"ETB 2,500",1.0,,"Megenagna, Addis Ababa"
13250,iPhone 13,"ETB 45,000",3.0,2025-05-12,"Megenagna, Addis Ababa"
13251,iPhone 13,"ETB 45,000",-3.0,2025-05-12,"Adama, Ethiopia"
13252,Samsung S22,"ETB 38,000",1.0,2025.03.22,"Hawassa, Ethiopia"
13253,Wireless Mouse,"ETB 1,200",3.0,2025/01/15,"Megenagna, Addis Ababa"
13254,Laptop Bag,"ETB 2,500",-3.0,,
13255,Samsung S22,"ETB 38,000",3.0,2025.03.22,"Bole, Addis Ababa"
13256,Wireless Mouse,"ETB 1,200",-1.0,,
13257,Wireless Mouse,"ETB 1,200",1.0,,
13258,Laptop Bag,"ETB 2,500",3.0,2025-05-12,
13259,iPhone 13,"ETB 45,000",2.0,2025-02-10,
13260,MacBook Pro,"ETB 120,000",-1.0,,"Bahir Dar, Ethiopia"
13261,Shoe,"ETB 3,500",,,"Hawassa, Ethiopia"
13262,Wireless Mouse,"ETB 1,200",3.0,2025-05-12,"Megenagna, Addis Ababa"
13263,MacBook Pro,"ETB 120,000",,,"Mekelle, Ethiopia"
13264,Shoe,"ETB 3,500",1.0,2025-05-12,"Adama, Ethiopia"
13265,iPhone 13,"ETB 45,000",3.0,2025/01/15,
13266,Samsung S22,"ETB 38,000",1.0,,
13267,Laptop Bag,"ETB 2,500",3.0,,"Megenagna, Addis Ababa"
13268,Shoe,"ETB 3,500",1.0,2025-05-12,
13269,Samsung S22,"ETB 38,000",1.0,,"Mekelle, Ethiopia"
13270,Samsung S22,"ETB 38,000",1.0,2025-05-12,
13271,MacBook Pro,"ETB 120,000",2.0,,
13272,Samsung S22,"ETB 38,000",3.0,,
13273,MacBook Pro,"ETB 120,000",,,
