Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address,Total_Sales
11285,Wireless Mouse,1200,3.0,2025-05-12,Unkown-Adress,3600.0
11286,iPhone 13,45000,2.0,Unknown-Date,"Bole, Addis Ababa",90000.0
11287,Wireless Mouse,1200,1.0,2025-02-10,"Mekelle, Ethiopia",1200.0
11288,Shoe,3500,3.0,Unknown-Date,"Hawassa, Ethiopia",10500.0
11289,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11290,Shoe,3500,1.0,2025-05-12,Unkown-Adress,3500.0
11291,Samsung S22,38000,1.0,2025-04-05,"Megenagna, Addis Ababa",38000.0
11292,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
11293,Laptop Bag,2500,3.0,2025-01-15,"Mekelle, Ethiopia",7500.0
11294,Shoe,3500,2.0,Unknown-Date,"Hawassa, Ethiopia",7000.0
11295,iPhone 13,45000,3.0,Unknown-Date,"Mekelle, Ethiopia",135000.0
11296,Laptop Bag,2500,3.0,2025-04-05,"Bahir Dar, Ethiopia",7500.0
11297,MacBook Pro,120000,1.0,2025-02-10,"Hawassa, Ethiopia",120000.0
11298,iPhone 13,45000,2.0,2025-02-10,"Bole, Addis Ababa",90000.0
11299,Samsung S22,38000,1.0,2025-03-22,Unkown-Adress,38000.0
11300,Laptop Bag,2500,1.0,Unknown-Date,"Megenagna, Addis Ababa",2500.0
11301,Laptop Bag,2500,3.0,Unknown-Date,"Mekelle, Ethiopia",7500.0
11302,Wireless Mouse,1200,3.0,Unknown-Date,"Hawassa, Ethiopia",3600.0
11303,Laptop Bag,2500,3.0,2025-01-15,Unkown-Adress,7500.0
11304,MacBook Pro,120000,1.0,2025-03-22,"Bole, Addis Ababa",120000.0
11305,MacBook Pro,120000,3.0,Unknown-Date,Unkown-Adress,360000.0
11306,MacBook Pro,120000,3.0,2025-04-05,"Megenagna, Addis Ababa",360000.0
11307,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
11308,Wireless Mouse,1200,2.0,2025-02-10,Unkown-Adress,2400.0
11309,iPhone 13,45000,3.0,2025-02-10,Unkown-Adress,135000.0
11310,MacBook Pro,120000,3.0,2025-02-10,"Megenagna, Addis Ababa",360000.0
11311,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
11312,iPhone 13,45000,2.0,2025-03-22,"Mekelle, Ethiopia",90000.0
11313,Samsung S22,38000,1.0,Unknown-Date,"Mekelle, Ethiopia",38000.0
11314,Wireless Mouse,1200,2.0,2025-05-12,Unkown-Adress,2400.0
11315,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
11316,iPhone 13,45000,2.0,Unknown-Date,"Megenagna, Addis Ababa",90000.0
11317,Shoe,3500,2.0,Unknown-Date,"Hawassa, Ethiopia",7000.0
11318,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
11319,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11320,Laptop Bag,2500,1.0,2025-01-15,Unkown-Adress,2500.0
11321,MacBook Pro,120000,1.0,2025-02-10,Unkown-Adress,120000.0
11322,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11323,Shoe,3500,1.0,Unknown-Date,"Megenagna, Addis Ababa",3500.0
11324,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11325,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11326,MacBook Pro,120000,1.0,2025-01-15,"Bole, Addis Ababa",120000.0
11327,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
11328,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11329,Wireless Mouse,1200,1.0,2025-05-12,Unkown-Adress,1200.0
11330,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
11331,Laptop Bag,2500,3.0,Unknown-Date,"Bahir Dar, Ethiopia",7500.0
11332,Samsung S22,38000,3.0,2025-03-22,"Mekelle, Ethiopia",114000.0
11333,MacBook Pro,120000,3.0,Unknown-Date,"Mekelle, Ethiopia",360000.0
11334,MacBook Pro,120000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",120000.0
11335,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
11336,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11337,Shoe,3500,2.0,2025-05-12,Unkown-Adress,7000.0
11338,Shoe,3500,1.0,Unknown-Date,"Bahir Dar, Ethiopia",3500.0
11339,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11340,Wireless Mouse,1200,2.0,Unknown-Date,"Hawassa, Ethiopia",2400.0
11341,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
11342,Shoe,3500,3.0,2025-04-05,"Bahir Dar, Ethiopia",10500.0
11343,MacBook Pro,120000,3.0,Unknown-Date,"Adama, Ethiopia",360000.0
11344,iPhone 13,45000,1.0,2025-03-22,Unkown-Adress,45000.0
11345,Shoe,3500,1.0,Unknown-Date,"Adama, Ethiopia",3500.0
11346,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11347,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11348,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11349,Samsung S22,38000,3.0,Unknown-Date,"Hawassa, Ethiopia",114000.0
11350,MacBook Pro,120000,3.0,Unknown-Date,"Megenagna, Addis Ababa",360000.0
11351,Shoe,3500,3.0,Unknown-Date,"Mekelle, Ethiopia",10500.0
11352,Laptop Bag,2500,1.0,2025-04-05,"Bole, Addis Ababa",2500.0
11353,Samsung S22,38000,1.0,Unknown-Date,"Megenagna, Addis Ababa",38000.0
11354,iPhone 13,45000,3.0,Unknown-Date,"Adama, Ethiopia",135000.0
11355,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11356,Laptop Bag,2500,1.0,Unknown-Date,"Megenagna, Addis Ababa",2500.0
11357,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11358,Wireless Mouse,1200,1.0,Unknown-Date,"Adama, Ethiopia",1200.0
11359,Laptop Bag,2500,1.0,2025-01-15,Unkown-Adress,2500.0
11360,Shoe,3500,2.0,2025-05-12,"Adama, Ethiopia",7000.0
11361,Samsung S22,38000,3.0,2025-02-10,Unkown-Adress,114000.0
11362,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
11363,Samsung S22,38000,1.0,2025-02-10,Unkown-Adress,38000.0
11364,MacBook Pro,120000,3.0,2025-05-12,"Hawassa, Ethiopia",360000.0
11365,MacBook Pro,120000,2.0,2025-05-12,"Hawassa, Ethiopia",240000.0
11366,Shoe,3500,3.0,Unknown-Date,"Bole, Addis Ababa",10500.0
11367,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11368,MacBook Pro,120000,1.0,2025-02-10,"Megenagna, Addis Ababa",120000.0
11369,Laptop Bag,2500,3.0,2025-04-05,Unkown-Adress,7500.0
11370,Laptop Bag,2500,1.0,2025-04-05,"Mekelle, Ethiopia",2500.0
11371,Laptop Bag,2500,2.0,2025-04-05,"Adama, Ethiopia",5000.0
11372,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11373,Laptop Bag,2500,1.0,2025-05-12,Unkown-Adress,2500.0
11374,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11375,Samsung S22,38000,3.0,Unknown-Date,"Bahir Dar, Ethiopia",114000.0
11376,Shoe,3500,1.0,2025-05-12,Unkown-Adress,3500.0
11377,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11378,Samsung S22,38000,1.0,2025-02-10,Unkown-Adress,38000.0
11379,Wireless Mouse,1200,3.0,2025-04-05,Unkown-Adress,3600.0
11380,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
11381,Shoe,3500,1.0,Unknown-Date,"Bole, Addis Ababa",3500.0
11382,Shoe,3500,2.0,2025-01-15,Unkown-Adress,7000.0
11383,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
11384,Laptop Bag,2500,2.0,Unknown-Date,"Hawassa, Ethiopia",5000.0
11385,Laptop Bag,2500,3.0,2025-03-22,"Megenagna, Addis Ababa",7500.0
11386,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11387,Shoe,3500,1.0,Unknown-Date,"Hawassa, Ethiopia",3500.0
11388,Laptop Bag,2500,3.0,Unknown-Date,"Bole, Addis Ababa",7500.0
11389,MacBook Pro,120000,3.0,2025-02-10,"Bole, Addis Ababa",360000.0
11390,MacBook Pro,120000,1.0,2025-01-15,Unkown-Adress,120000.0
11391,iPhone 13,45000,1.0,2025-05-12,"Bahir Dar, Ethiopia",45000.0
11392,iPhone 13,45000,1.0,2025-02-10,Unkown-Adress,45000.0
11393,Laptop Bag,2500,3.0,2025-04-05,Unkown-Adress,7500.0
11394,Laptop Bag,2500,3.0,Unknown-Date,"Mekelle, Ethiopia",7500.0
11395,MacBook Pro,120000,3.0,2025-01-15,Unkown-Adress,360000.0
11396,Samsung S22,38000,2.0,2025-03-22,"Mekelle, Ethiopia",76000.0
11397,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
11398,Shoe,3500,1.0,2025-01-15,"Megenagna, Addis Ababa",3500.0
11399,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11400,Laptop Bag,2500,1.0,Unknown-Date,"Bahir Dar, Ethiopia",2500.0
11401,Shoe,3500,3.0,2025-04-05,Unkown-Adress,10500.0
11402,iPhone 13,45000,1.0,2025-04-05,"Hawassa, Ethiopia",45000.0
11403,Shoe,3500,1.0,2025-05-12,Unkown-Adress,3500.0
11404,MacBook Pro,120000,2.0,2025-01-15,"Bahir Dar, Ethiopia",240000.0
11405,iPhone 13,45000,3.0,2025-02-10,Unkown-Adress,135000.0
11406,Wireless Mouse,1200,3.0,2025-04-05,"Adama, Ethiopia",3600.0
11407,Wireless Mouse,1200,3.0,Unknown-Date,"Hawassa, Ethiopia",3600.0
11408,Samsung S22,38000,1.0,2025-04-05,Unkown-Adress,38000.0
11409,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
11410,iPhone 13,45000,2.0,Unknown-Date,"Bole, Addis Ababa",90000.0
11411,Wireless Mouse,1200,3.0,2025-03-22,Unkown-Adress,3600.0
11412,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11413,iPhone 13,45000,1.0,2025-02-10,Unkown-Adress,45000.0
11414,Wireless Mouse,1200,2.0,Unknown-Date,"Bahir Dar, Ethiopia",2400.0
11415,Wireless Mouse,1200,1.0,2025-05-12,"Megenagna, Addis Ababa",1200.0
11416,MacBook Pro,120000,1.0,Unknown-Date,"Mekelle, Ethiopia",120000.0
11417,Laptop Bag,2500,1.0,Unknown-Date,"Bahir Dar, Ethiopia",2500.0
11418,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11419,Wireless Mouse,1200,1.0,Unknown-Date,"Bole, Addis Ababa",1200.0
11420,iPhone 13,45000,3.0,2025-01-15,Unkown-Adress,135000.0
11421,Shoe,3500,1.0,Unknown-Date,"Bole, Addis Ababa",3500.0
11422,MacBook Pro,120000,3.0,Unknown-Date,"Bole, Addis Ababa",360000.0
11423,iPhone 13,45000,3.0,2025-05-12,"Bole, Addis Ababa",135000.0
11424,Shoe,3500,1.0,Unknown-Date,"Adama, Ethiopia",3500.0
11425,MacBook Pro,120000,1.0,Unknown-Date,"Adama, Ethiopia",120000.0
11426,MacBook Pro,120000,3.0,2025-05-12,"Bahir Dar, Ethiopia",360000.0
11427,Samsung S22,38000,1.0,Unknown-Date,"Bole, Addis Ababa",38000.0
11428,Samsung S22,38000,3.0,Unknown-Date,Unkown-Adress,114000.0
11429,Shoe,3500,3.0,2025-03-22,Unkown-Adress,10500.0
11430,Wireless Mouse,1200,1.0,2025-05-12,Unkown-Adress,1200.0
11431,iPhone 13,45000,1.0,2025-02-10,"Bahir Dar, Ethiopia",45000.0
11432,Samsung S22,38000,3.0,2025-04-05,Unkown-Adress,114000.0
11433,Wireless Mouse,1200,3.0,Unknown-Date,Unkown-Adress,3600.0
11434,MacBook Pro,120000,1.0,2025-04-05,Unkown-Adress,120000.0
11435,MacBook Pro,120000,1.0,2025-03-22,Unkown-Adress,120000.0
11436,MacBook Pro,120000,1.0,2025-01-15,Unkown-Adress,120000.0
11437,Shoe,3500,1.0,Unknown-Date,"Bahir Dar, Ethiopia",3500.0
11438,Shoe,3500,1.0,2025-01-15,Unkown-Adress,3500.0
11439,iPhone 13,45000,3.0,Unknown-Date,"Mekelle, Ethiopia",135000.0
11440,Shoe,3500,1.0,2025-02-10,"Bahir Dar, Ethiopia",3500.0
11441,MacBook Pro,120000,3.0,2025-03-22,"Megenagna, Addis Ababa",360000.0
11442,Laptop Bag,2500,2.0,2025-04-05,Unkown-Adress,5000.0
11443,Laptop Bag,2500,3.0,Unknown-Date,"Megenagna, Addis Ababa",7500.0
11444,Shoe,3500,1.0,2025-03-22,Unkown-Adress,3500.0
11445,Samsung S22,38000,3.0,2025-01-15,"Hawassa, Ethiopia",114000.0
11446,Shoe,3500,1.0,Unknown-Date,"Bole, Addis Ababa",3500.0
11447,Samsung S22,38000,3.0,2025-03-22,Unkown-Adress,114000.0
11448,iPhone 13,45000,3.0,2025-02-10,Unkown-Adress,135000.0
11449,Wireless Mouse,1200,1.0,2025-02-10,"Mekelle, Ethiopia",1200.0
11450,iPhone 13,45000,1.0,2025-05-12,"Megenagna, Addis Ababa",45000.0
11451,iPhone 13,45000,3.0,2025-01-15,Unkown-Adress,135000.0
11452,iPhone 13,45000,3.0,Unknown-Date,"Adama, Ethiopia",135000.0
11453,iPhone 13,45000,1.0,2025-02-10,Unkown-Adress,45000.0
11454,Shoe,3500,2.0,Unknown-Date,Unkown-Adress,7000.0
11455,Shoe,3500,3.0,Unknown-Date,"Mekelle, Ethiopia",10500.0
11456,Samsung S22,38000,1.0,Unknown-Date,"Adama, Ethiopia",38000.0
11457,Shoe,3500,2.0,2025-01-15,"Mekelle, Ethiopia",7000.0
11458,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
11459,MacBook Pro,120000,3.0,2025-02-10,"Mekelle, Ethiopia",360000.0
11460,Wireless Mouse,1200,1.0,2025-03-22,"Megenagna, Addis Ababa",1200.0
11461,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11462,Wireless Mouse,1200,2.0,Unknown-Date,"Mekelle, Ethiopia",2400.0
11463,MacBook Pro,120000,3.0,2025-01-15,"Mekelle, Ethiopia",360000.0
11464,Shoe,3500,1.0,2025-02-10,"Megenagna, Addis Ababa",3500.0
11465,MacBook Pro,120000,1.0,2025-04-05,"Hawassa, Ethiopia",120000.0
11466,iPhone 13,45000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",45000.0
11467,MacBook Pro,120000,3.0,Unknown-Date,"Hawassa, Ethiopia",360000.0
11468,MacBook Pro,120000,1.0,2025-04-05,Unkown-Adress,120000.0
11469,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11470,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
11471,MacBook Pro,120000,1.0,Unknown-Date,"Bole, Addis Ababa",120000.0
11472,Laptop Bag,2500,1.0,2025-04-05,Unkown-Adress,2500.0
11473,MacBook Pro,120000,1.0,2025-04-05,Unkown-Adress,120000.0
11474,Shoe,3500,3.0,Unknown-Date,"Megenagna, Addis Ababa",10500.0
11475,MacBook Pro,120000,1.0,Unknown-Date,"Adama, Ethiopia",120000.0
11476,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11477,Shoe,3500,3.0,2025-05-12,Unkown-Adress,10500.0
11478,Shoe,3500,3.0,2025-04-05,Unkown-Adress,10500.0
11479,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
11480,MacBook Pro,120000,1.0,2025-02-10,"Megenagna, Addis Ababa",120000.0
11481,Laptop Bag,2500,3.0,2025-02-10,Unkown-Adress,7500.0
11482,MacBook Pro,120000,1.0,Unknown-Date,"Bole, Addis Ababa",120000.0
11483,Shoe,3500,1.0,2025-04-05,"Adama, Ethiopia",3500.0
11484,Laptop Bag,2500,2.0,2025-04-05,Unkown-Adress,5000.0
11485,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11486,Laptop Bag,2500,1.0,2025-04-05,"Bahir Dar, Ethiopia",2500.0
11487,MacBook Pro,120000,2.0,2025-02-10,"Adama, Ethiopia",240000.0
11488,Wireless Mouse,1200,3.0,2025-01-15,Unkown-Adress,3600.0
11489,MacBook Pro,120000,2.0,Unknown-Date,"Bole, Addis Ababa",240000.0
11490,Shoe,3500,3.0,2025-03-22,"Mekelle, Ethiopia",10500.0
11491,MacBook Pro,120000,3.0,2025-03-22,Unkown-Adress,360000.0
11492,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
11493,Laptop Bag,2500,1.0,2025-04-05,"Megenagna, Addis Ababa",2500.0
11494,MacBook Pro,120000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",120000.0
11495,MacBook Pro,120000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",120000.0
11496,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11497,Laptop Bag,2500,3.0,2025-02-10,"Hawassa, Ethiopia",7500.0
11498,Wireless Mouse,1200,1.0,2025-05-12,"Bahir Dar, Ethiopia",1200.0
11499,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11500,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11501,iPhone 13,45000,1.0,2025-04-05,Unkown-Adress,45000.0
11502,Samsung S22,38000,1.0,2025-02-10,"Bahir Dar, Ethiopia",38000.0
11503,Samsung S22,38000,2.0,2025-04-05,"Bole, Addis Ababa",76000.0
11504,iPhone 13,45000,1.0,Unknown-Date,"Hawassa, Ethiopia",45000.0
11505,Samsung S22,38000,2.0,2025-02-10,"Megenagna, Addis Ababa",76000.0
11506,MacBook Pro,120000,1.0,2025-01-15,Unkown-Adress,120000.0
11507,Wireless Mouse,1200,3.0,2025-05-12,Unkown-Adress,3600.0
11508,Wireless Mouse,1200,1.0,Unknown-Date,"Bahir Dar, Ethiopia",1200.0
11509,Samsung S22,38000,3.0,2025-05-12,"Hawassa, Ethiopia",114000.0
11510,Samsung S22,38000,1.0,2025-02-10,"Megenagna, Addis Ababa",38000.0
11511,MacBook Pro,120000,2.0,2025-01-15,"Megenagna, Addis Ababa",240000.0
11512,iPhone 13,45000,1.0,Unknown-Date,"Megenagna, Addis Ababa",45000.0
11513,Samsung S22,38000,1.0,2025-01-15,Unkown-Adress,38000.0
11514,MacBook Pro,120000,1.0,2025-04-05,"Megenagna, Addis Ababa",120000.0
11515,iPhone 13,45000,2.0,2025-02-10,Unkown-Adress,90000.0
11516,Wireless Mouse,1200,1.0,Unknown-Date,"Hawassa, Ethiopia",1200.0
11517,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11518,MacBook Pro,120000,3.0,Unknown-Date,"Mekelle, Ethiopia",360000.0
11519,Laptop Bag,2500,1.0,2025-01-15,"Mekelle, Ethiopia",2500.0
11520,Wireless Mouse,1200,3.0,2025-05-12,Unkown-Adress,3600.0
11521,Samsung S22,38000,3.0,2025-01-15,"Bahir Dar, Ethiopia",114000.0
11522,iPhone 13,45000,3.0,2025-01-15,Unkown-Adress,135000.0
11523,Wireless Mouse,1200,1.0,Unknown-Date,"Bahir Dar, Ethiopia",1200.0
11524,Wireless Mouse,1200,3.0,2025-01-15,"Mekelle, Ethiopia",3600.0
11525,Laptop Bag,2500,1.0,Unknown-Date,"Bole, Addis Ababa",2500.0
11526,Laptop Bag,2500,2.0,Unknown-Date,"Mekelle, Ethiopia",5000.0
11527,MacBook Pro,120000,2.0,2025-05-12,Unkown-Adress,240000.0
11528,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11529,Samsung S22,38000,2.0,Unknown-Date,Unkown-Adress,76000.0
11530,MacBook Pro,120000,3.0,Unknown-Date,"Adama, Ethiopia",360000.0
11531,iPhone 13,45000,3.0,Unknown-Date,"Mekelle, Ethiopia",135000.0
11532,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11533,MacBook Pro,120000,2.0,Unknown-Date,"Bole, Addis Ababa",240000.0
11534,iPhone 13,45000,1.0,Unknown-Date,Unkown-Adress,45000.0
11535,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11536,Shoe,3500,1.0,2025-01-15,Unkown-Adress,3500.0
11537,Shoe,3500,1.0,2025-04-05,"Hawassa, Ethiopia",3500.0
11538,Shoe,3500,3.0,2025-04-05,Unkown-Adress,10500.0
11539,Samsung S22,38000,3.0,2025-02-10,Unkown-Adress,114000.0
11540,Laptop Bag,2500,2.0,Unknown-Date,"Mekelle, Ethiopia",5000.0
11541,Samsung S22,38000,2.0,2025-01-15,"Bahir Dar, Ethiopia",76000.0
11542,Laptop Bag,2500,2.0,2025-05-12,Unkown-Adress,5000.0
11543,Laptop Bag,2500,3.0,2025-03-22,Unkown-Adress,7500.0
11544,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
11545,Laptop Bag,2500,1.0,Unknown-Date,"Megenagna, Addis Ababa",2500.0
11546,Laptop Bag,2500,1.0,Unknown-Date,"Adama, Ethiopia",2500.0
11547,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11548,Wireless Mouse,1200,1.0,2025-05-12,Unkown-Adress,1200.0
11549,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
11550,Samsung S22,38000,3.0,2025-01-15,Unkown-Adress,114000.0
11551,Shoe,3500,3.0,2025-03-22,"Bole, Addis Ababa",10500.0
11552,MacBook Pro,120000,1.0,2025-05-12,"Bahir Dar, Ethiopia",120000.0
11553,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11554,iPhone 13,45000,1.0,Unknown-Date,"Megenagna, Addis Ababa",45000.0
11555,Laptop Bag,2500,1.0,2025-03-22,"Adama, Ethiopia",2500.0
11556,Laptop Bag,2500,1.0,2025-03-22,Unkown-Adress,2500.0
11557,Samsung S22,38000,1.0,Unknown-Date,"Megenagna, Addis Ababa",38000.0
11558,Laptop Bag,2500,2.0,Unknown-Date,"Mekelle, Ethiopia",5000.0
11559,Laptop Bag,2500,3.0,Unknown-Date,"Mekelle, Ethiopia",7500.0
11560,MacBook Pro,120000,1.0,2025-05-12,"Adama, Ethiopia",120000.0
11561,Laptop Bag,2500,2.0,2025-03-22,Unkown-Adress,5000.0
11562,Wireless Mouse,1200,1.0,2025-04-05,"Bahir Dar, Ethiopia",1200.0
11563,Samsung S22,38000,1.0,2025-05-12,"Bole, Addis Ababa",38000.0
11564,Shoe,3500,3.0,Unknown-Date,Unkown-Adress,10500.0
11565,Wireless Mouse,1200,3.0,Unknown-Date,Unkown-Adress,3600.0
11566,Wireless Mouse,1200,3.0,2025-04-05,Unkown-Adress,3600.0
11567,Samsung S22,38000,1.0,Unknown-Date,"Bahir Dar, Ethiopia",38000.0
11568,Wireless Mouse,1200,2.0,2025-05-12,Unkown-Adress,2400.0
11569,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11570,MacBook Pro,120000,1.0,2025-05-12,Unkown-Adress,120000.0
11571,Samsung S22,38000,1.0,Unknown-Date,"Megenagna, Addis Ababa",38000.0
11572,Laptop Bag,2500,1.0,2025-02-10,Unkown-Adress,2500.0
11573,Shoe,3500,3.0,Unknown-Date,"Mekelle, Ethiopia",10500.0
11574,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
11575,Samsung S22,38000,3.0,Unknown-Date,"Adama, Ethiopia",114000.0
11576,Laptop Bag,2500,3.0,2025-02-10,Unkown-Adress,7500.0
11577,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11578,Shoe,3500,1.0,2025-05-12,Unkown-Adress,3500.0
11579,Samsung S22,38000,3.0,2025-05-12,Unkown-Adress,114000.0
11580,Laptop Bag,2500,1.0,Unknown-Date,"Hawassa, Ethiopia",2500.0
11581,Shoe,3500,1.0,2025-03-22,Unkown-Adress,3500.0
11582,MacBook Pro,120000,1.0,2025-03-22,Unkown-Adress,120000.0
11583,iPhone 13,45000,3.0,2025-01-15,Unkown-Adress,135000.0
11584,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11585,MacBook Pro,120000,2.0,2025-02-10,Unkown-Adress,240000.0
11586,iPhone 13,45000,3.0,Unknown-Date,Unkown-Adress,135000.0
11587,Shoe,3500,3.0,2025-03-22,Unkown-Adress,10500.0
11588,Shoe,3500,3.0,2025-05-12,Unkown-Adress,10500.0
11589,Laptop Bag,2500,1.0,2025-04-05,Unkown-Adress,2500.0
11590,Laptop Bag,2500,1.0,2025-02-10,Unkown-Adress,2500.0
11591,Laptop Bag,2500,1.0,Unknown-Date,Unkown-Adress,2500.0
11592,iPhone 13,45000,2.0,Unknown-Date,Unkown-Adress,90000.0
11593,Samsung S22,38000,1.0,Unknown-Date,Unkown-Adress,38000.0
11594,Laptop Bag,2500,1.0,2025-01-15,Unkown-Adress,2500.0
11595,Samsung S22,38000,2.0,2025-03-22,Unkown-Adress,76000.0
11596,Wireless Mouse,1200,1.0,2025-01-15,Unkown-Adress,1200.0
11597,Shoe,3500,3.0,2025-02-10,Unkown-Adress,10500.0
11598,Laptop Bag,2500,1.0,Unknown-Date,"Bole, Addis Ababa",2500.0
11599,iPhone 13,45000,1.0,2025-05-12,"Hawassa, Ethiopia",45000.0
11600,Shoe,3500,1.0,2025-02-10,Unkown-Adress,3500.0
11601,Wireless Mouse,1200,1.0,2025-02-10,Unkown-Adress,1200.0
11602,Wireless Mouse,1200,1.0,2025-03-22,Unkown-Adress,1200.0
11603,Laptop Bag,2500,3.0,Unknown-Date,Unkown-Adress,7500.0
11604,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11605,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11606,Laptop Bag,2500,3.0,2025-05-12,Unkown-Adress,7500.0
11607,Wireless Mouse,1200,1.0,Unknown-Date,"Hawassa, Ethiopia",1200.0
11608,Shoe,3500,1.0,Unknown-Date,"Megenagna, Addis Ababa",3500.0
11609,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11610,Shoe,3500,1.0,Unknown-Date,Unkown-Adress,3500.0
11611,Wireless Mouse,1200,2.0,2025-01-15,"Adama, Ethiopia",2400.0
11612,MacBook Pro,120000,1.0,Unknown-Date,"Bole, Addis Ababa",120000.0
11613,Laptop Bag,2500,2.0,2025-03-22,Unkown-Adress,5000.0
11614,MacBook Pro,120000,1.0,2025-03-22,Unkown-Adress,120000.0
11615,Wireless Mouse,1200,2.0,Unknown-Date,Unkown-Adress,2400.0
11616,Samsung S22,38000,3.0,2025-02-10,Unkown-Adress,114000.0
11617,Wireless Mouse,1200,2.0,Unknown-Date,"Bahir Dar, Ethiopia",2400.0
11618,Wireless Mouse,1200,1.0,Unknown-Date,Unkown-Adress,1200.0
11619,Laptop Bag,2500,1.0,2025-01-15,"Bahir Dar, Ethiopia",2500.0
11620,MacBook Pro,120000,1.0,Unknown-Date,Unkown-Adress,120000.0
11621,Wireless Mouse,1200,1.0,2025-03-22,"Megenagna, Addis Ababa",1200.0
