product_id,date,sales
P002,2024-03-12,41
P002,2024-03-13,32
P002,2024-03-14,32
P002,2024-03-15,29
P002,2024-03-16,35
P002,2024-03-17,42
P002,2024-03-18,30
P002,2024-03-19,34
P002,2024-03-20,27
P002,2024-03-21,31
P002,2024-03-22,35
P002,2024-03-23,44
P002,2024-03-24,44
P002,2024-03-25,29
P002,2024-03-26,37
P002,2024-03-27,31
P002,2024-03-28,37
P002,2024-03-29,34
P002,2024-03-30,37
P002,2024-03-31,42
P002,2024-04-01,36
P002,2024-04-02,37
P002,2024-04-03,34
P002,2024-04-04,40
P002,2024-04-05,38
P002,2024-04-06,42
P002,2024-04-07,46
P002,2024-04-08,42
P002,2024-04-09,42
P002,2024-04-10,29
P002,2024-04-11,31
P002,2024-04-12,40
P002,2024-04-13,39
P002,2024-04-14,38
P002,2024-04-15,32
P002,2024-04-16,36
P002,2024-04-17,34
P002,2024-04-18,32
P002,2024-04-19,32
P002,2024-04-20,40
P002,2024-04-21,40
P002,2024-04-22,44
P002,2024-04-23,36
P002,2024-04-24,38
P002,2024-04-25,33
P002,2024-04-26,34
P002,2024-04-27,41
P002,2024-04-28,33
P002,2024-04-29,29
P002,2024-04-30,27
P002,2024-05-01,36
P002,2024-05-02,42
P002,2024-05-03,56
P002,2024-05-04,60
P002,2024-05-05,69
P002,2024-05-06,50
P002,2024-05-07,53
P002,2024-05-08,43
P002,2024-05-09,52
P002,2024-05-10,53
P002,2024-05-11,57
P002,2024-05-12,64
P002,2024-05-13,52
P002,2024-05-14,46
P002,2024-05-15,43
P002,2024-05-16,42
P002,2024-05-17,49
P002,2024-05-18,63
P002,2024-05-19,57
P002,2024-05-20,49
P002,2024-05-21,52
P002,2024-05-22,53
P002,2024-05-23,57
P002,2024-05-24,56
P002,2024-05-25,56
P002,2024-05-26,71
P002,2024-05-27,46
P002,2024-05-28,55
P002,2024-05-29,50
P002,2024-05-30,48
P002,2024-05-31,39
P002,2024-06-01,60
P002,2024-06-02,53
P002,2024-06-03,55
P002,2024-06-04,57
P002,2024-06-05,45
P002,2024-06-06,52
P002,2024-06-06,66
P002,2024-06-07,46
P002,2024-06-08,59
P002,2024-06-09,66
P002,2024-06-10,49
P002,2024-06-11,59
P002,2024-06-12,48
P002,2024-06-13,56
P002,2024-06-14,50
P002,2024-06-15,67
P002,2024-06-16,60
P002,2024-06-17,49
P002,2024-06-18,49
P002,2024-06-19,45
P002,2024-06-20,53
P002,2024-06-21,53
P002,2024-06-22,66
P002,2024-06-23,71
P002,2024-06-24,59
P002,2024-06-25,48
P002,2024-06-26,52
P002,2024-06-27,46
P002,2024-06-28,50
P002,2024-06-29,59
P002,2024-06-30,71
P002,2024-07-01,52
P002,2024-07-02,49
P002,2024-07-03,57
P002,2024-07-04,38
P002,2024-07-05,39
P002,2024-07-06,67
P002,2024-07-07,63
P002,2024-07-08,52
P002,2024-07-09,43
P002,2024-07-10,50
P002,2024-07-11,62
P002,2024-07-12,55
P002,2024-07-13,64
P002,2024-07-14,60
P002,2024-07-15,49
P002,2024-07-16,39
P002,2024-07-17,52
P002,2024-07-18,56
P002,2024-07-19,42
P002,2024-07-20,59
P002,2024-07-21,56
P002,2024-07-22,45
P002,2024-07-23,52
P002,2024-07-24,39
P002,2024-07-25,55
P002,2024-07-26,55
P002,2024-07-27,62
P002,2024-07-28,49
P002,2024-07-29,46
P002,2024-07-30,57
P002,2024-07-31,35
P002,2024-08-01,49
P002,2024-08-02,45
P002,2024-08-03,69
P002,2024-08-04,60
P002,2024-08-05,53
P002,2024-08-06,55
P002,2024-08-07,62
P002,2024-08-08,50
P002,2024-08-09,53
P002,2024-08-10,56
P002,2024-08-11,70
P002,2024-08-12,48
P002,2024-08-13,49
P002,2024-08-14,52
P002,2024-08-15,43
P002,2024-08-16,53
P002,2024-08-17,70
P002,2024-08-18,66
P002,2024-08-19,43
P002,2024-08-20,50
P002,2024-08-21,56
P002,2024-08-22,41
P002,2024-08-23,46
P002,2024-08-24,69
P002,2024-08-25,66
P002,2024-08-26,55
P002,2024-08-27,63
P002,2024-08-28,55
P002,2024-08-29,56
P002,2024-08-30,67
P002,2024-08-31,63
P002,2024-09-01,60
P002,2024-09-02,55
P002,2024-09-03,55
P002,2024-09-04,49
P002,2024-09-05,46
P002,2024-09-06,66
P002,2024-09-07,66
P002,2024-09-08,60
P002,2024-09-09,57
P002,2024-09-10,52
P002,2024-09-11,50
P002,2024-09-12,56
P002,2024-09-13,45
P002,2024-09-14,67
P002,2024-09-15,76
P002,2024-09-16,55
P002,2024-09-17,50
P002,2024-09-18,50
P002,2024-09-19,50
P002,2024-09-20,52
P002,2024-09-21,63
P002,2024-09-22,70
P002,2024-09-23,43
P002,2024-09-24,57
P002,2024-09-25,52
P002,2024-09-26,56
P002,2024-09-27,48
P002,2024-09-28,73
P002,2024-09-29,73
P002,2024-09-30,59
P002,2024-10-01,46
P002,2024-10-02,59
P002,2024-10-03,57
P002,2024-10-04,46
P002,2024-10-05,67
P002,2024-10-06,70
P002,2024-10-07,59
P002,2024-10-08,57
P002,2024-10-09,59
P002,2024-10-10,66
P002,2024-10-11,64
P002,2024-10-12,55
P002,2024-10-13,70
P002,2024-10-14,59
P002,2024-10-15,52
P002,2024-10-16,63
P002,2024-10-17,70
P002,2024-10-18,57
P002,2024-10-19,78
P002,2024-10-20,73
P002,2024-10-21,63
P002,2024-10-22,77
P002,2024-10-23,67
P002,2024-10-24,74
P002,2024-10-25,62
P002,2024-10-26,97
P002,2024-10-27,91
P002,2024-10-28,76
P002,2024-10-29,83
P002,2024-10-30,73
P002,2024-10-31,90
P002,2024-11-01,83
P002,2024-11-02,98
P002,2024-11-03,98
P002,2024-11-04,87
P002,2024-11-05,97
P002,2024-11-06,95
P002,2024-11-07,99
P002,2024-11-08,98
P002,2024-11-09,115
P002,2024-11-10,112
P002,2024-11-11,116
P002,2024-11-12,97
P002,2024-11-13,113
P002,2024-11-14,116
P002,2024-11-15,105
P002,2024-11-16,136
P002,2024-11-17,130
P002,2024-11-18,119
P002,2024-11-19,115
P002,2024-11-20,115
P002,2024-11-21,115
P002,2024-11-22,119
P002,2024-11-23,137
P002,2024-11-24,130
P002,2024-11-25,112
P002,2024-11-26,122
P002,2024-11-27,122
P002,2024-11-28,120
P002,2024-11-29,120
P002,2024-11-30,126
P002,2024-12-01,122
P002,2024-12-02,109
P002,2024-12-03,104
P002,2024-12-04,113
P002,2024-12-05,109
P002,2024-12-06,106
P002,2024-12-07,104
P002,2024-12-08,111
P002,2024-12-09,111
P002,2024-12-10,98
P002,2024-12-11,102
P002,2024-12-12,91
P002,2024-12-13,105
P002,2024-12-14,106
P002,2024-12-15,106
P002,2024-12-16,105
P002,2024-12-17,98
P002,2024-12-18,85
P002,2024-12-19,83
P002,2024-12-20,83
P002,2024-12-21,98
P002,2024-12-22,92
P002,2024-12-23,77
P002,2024-12-24,85
P002,2024-12-25,76
P002,2024-12-26,87
P002,2024-12-27,73
P002,2024-12-28,94
P002,2024-12-29,84
P002,2024-12-30,74
P002,2024-12-31,64
P003,2023-01-01,0
P003,2023-01-02,0
P003,2023-01-03,0
P003,2023-01-04,0
P003,2023-01-05,1
P003,2023-01-06,0
P003,2023-01-07,0
P003,2023-01-08,0
P003,2023-01-09,4
P003,2023-01-10,0
P003,2023-01-11,4
P003,2023-01-12,3
P003,2023-01-13,0
P003,2023-01-14,4
P003,2023-01-15,8
P003,2023-01-16,0
P003,2023-01-17,0
P003,2023-01-18,7
P003,2023-01-19,5
P003,2023-01-20,0
P003,2023-01-21,0
P003,2023-01-22,5
P003,2023-01-23,0
P003,2023-01-24,2
P003,2023-01-25,0
P003,2023-01-26,1
P003,2023-01-27,5
P003,2023-01-28,4
P003,2023-01-29,3
P003,2023-01-30,4
P003,2023-01-31,3
P003,2023-02-01,2
P003,2023-02-02,0
P003,2023-02-03,2
P003,2023-02-04,0
P003,2023-02-05,2
P003,2023-02-06,5
P003,2023-02-07,0
P003,2023-02-08,0
P003,2023-02-09,0
P003,2023-02-10,7
P003,2023-02-11,0
P003,2023-02-12,0
P003,2023-02-13,5
P003,2023-02-14,2
P003,2023-02-15,0
P003,2023-02-16,0
P003,2023-02-17,4
P003,2023-02-18,4
P003,2023-02-19,5
P003,2023-02-20,0
P003,2023-02-21,0
P003,2023-02-22,0
P003,2023-02-23,4
P003,2023-02-24,0
P003,2023-02-25,0
P003,2023-02-26,3
P003,2023-02-27,2
P003,2023-02-28,1
P003,2023-03-01,0
P003,2023-03-02,0
P003,2023-03-03,0
P003,2023-03-04,0
P003,2023-03-05,0
P003,2023-03-06,0
P003,2023-03-07,4
P003,2023-03-08,2
P003,2023-03-09,5
P003,2023-03-10,0
P003,2023-03-11,0
P003,2023-03-12,0
P003,2023-03-13,0
P003,2023-03-14,0
P003,2023-03-15,0
P003,2023-03-16,5
P003,2023-03-17,0
P003,2023-03-18,2
P003,2023-03-19,0
P003,2023-03-20,0
P003,2023-03-21,0
P003,2023-03-22,0
P003,2023-03-23,0
P003,2023-03-24,7
P003,2023-03-25,0
P003,2023-03-26,0
P003,2023-03-27,2
P003,2023-03-28,0
P003,2023-03-29,5
P003,2023-03-30,0
P003,2023-03-31,3
P003,2023-04-01,0
P003,2023-04-02,0
P003,2023-04-03,1
P003,2023-04-04,3
P003,2023-04-05,0
P003,2023-04-06,6
P003,2023-04-07,0
P003,2023-04-08,0
P003,2023-04-09,0
P003,2023-04-10,4
P003,2023-04-11,0
P003,2023-04-12,2
P003,2023-04-13,0
P003,2023-04-14,3
P003,2023-04-15,2
P003,2023-04-16,0
P003,2023-04-17,0
P003,2023-04-18,0
P003,2023-04-19,4
P003,2023-04-20,0
P003,2023-04-21,0
P003,2023-04-22,0
P003,2023-04-23,1
P003,2023-04-24,0
P003,2023-04-25,0
P003,2023-04-26,6
P003,2023-04-27,0
P003,2023-04-28,5
P003,2023-04-29,0
P003,2023-04-30,0
P003,2023-05-01,5
P003,2023-05-02,3
P003,2023-05-03,4
P003,2023-05-04,0
P003,2023-05-05,0
P003,2023-05-06,0
P003,2023-05-07,0
P003,2023-05-08,0
P003,2023-05-09,0
P003,2023-05-13,0
P003,2023-05-14,5
P003,2023-05-15,5
P003,2023-05-16,0
P003,2023-05-17,7
P003,2023-05-18,2
P003,2023-05-19,0
P003,2023-05-20,0
P003,2023-05-21,0
P003,2023-05-22,0
P003,2023-05-23,3
P003,2023-05-24,7
P003,2023-05-25,0
P003,2023-05-26,4
P003,2023-05-27,0
P003,2023-05-28,3
P003,2023-05-29,5
P003,2023-05-30,0
P003,2023-05-31,0
P003,2023-06-01,4
P003,2023-06-02,3
P003,2023-06-03,0
P003,2023-06-04,0
P003,2023-06-05,0
P003,2023-06-06,5
P003,2023-06-07,2
P003,2023-06-08,5
P003,2023-06-09,4
P003,2023-06-10,6
P003,2023-06-11,6
P003,2023-06-12,0
P003,2023-06-13,6
P003,2023-06-14,0
P003,2023-06-15,0
P003,2023-06-16,5
P003,2023-06-17,6
P003,2023-06-18,2
P003,2023-06-19,0
P003,2023-06-20,0
P003,2023-06-21,0
P003,2023-06-22,0
P003,2023-06-23,0
P003,2023-06-24,0
P003,2023-06-25,0
P003,2023-06-26,4
P003,2023-06-27,0
P003,2023-06-28,0
P003,2023-06-29,5
P003,2023-06-30,0
P003,2023-07-01,5
P003,2023-07-02,1
P003,2023-07-03,0
P003,2023-07-04,4
P003,2023-07-05,6
P003,2023-07-06,4
P003,2023-07-07,3
P003,2023-07-08,3
P003,2023-07-09,7
P003,2023-07-10,0
P003,2023-07-11,3
P003,2023-07-12,4
P003,2023-07-13,1
P003,2023-07-14,5
P003,2023-07-15,0
P003,2023-07-16,6
P003,2023-07-17,4
P003,2023-07-18,0
P003,2023-07-19,0
P003,2023-07-20,0
P003,2023-07-21,0
P003,2023-07-22,6
P003,2023-07-23,0
P003,2023-07-24,0
P003,2023-07-25,4
P003,2023-07-26,5
P003,2023-07-27,3
P003,2023-07-28,4
P003,2023-07-29,1
P003,2023-07-30,4
P003,2023-07-31,5
P003,2023-08-01,0
P003,2023-08-02,1
P003,2023-08-03,0
P003,2023-08-04,0
P003,2023-08-05,0
P003,2023-08-06,3
P003,2023-08-07,1
P003,2023-08-08,0
P003,2023-08-09,3
P003,2023-08-10,0
P003,2023-08-11,3
P003,2023-08-12,5
P003,2023-08-13,3
P003,2023-08-14,4
P003,2023-08-15,0
P003,2023-08-16,0
P003,2023-08-17,3
P003,2023-08-18,1
P003,2023-08-19,0
P003,2023-08-20,0
P003,2023-08-21,0
P003,2023-08-22,0
P003,2023-08-23,0
P003,2023-08-24,0
P003,2023-08-25,1
P003,2023-08-26,0
P003,2023-08-27,0
P003,2023-08-28,0
P003,2023-08-29,0
P003,2023-08-30,3
P003,2023-08-31,0
P003,2023-09-01,8
P003,2023-09-02,3
P003,2023-09-03,0
P003,2023-09-04,6
P003,2023-09-05,4
P003,2023-09-06,0
P003,2023-09-07,0
P003,2023-09-08,5
P003,2023-09-09,4
P003,2023-09-10,0
P003,2023-09-11,4
P003,2023-09-12,0
P003,2023-09-13,3
P003,2023-09-14,0
P003,2023-09-15,0
P003,2023-09-16,6
P003,2023-09-17,1
P003,2023-09-18,3
P003,2023-09-19,0
P003,2023-09-20,0
P003,2023-09-21,4
P003,2023-09-22,2
P003,2023-09-23,0
P003,2023-09-24,4
P003,2023-09-25,0
P003,2023-09-26,0
P003,2023-09-27,0
P003,2023-09-28,0
P003,2023-09-29,0
P003,2023-09-30,3
P003,2023-10-01,0
P003,2023-10-02,0
P003,2023-10-03,0
P003,2023-10-04,0
P003,2023-10-05,0
P003,2023-10-06,3
P003,2023-10-07,0
P003,2023-10-08,5
P003,2023-10-09,1
P003,2023-10-10,0
P003,2023-10-11,2
P003,2023-10-12,3
P003,2023-10-13,5
P003,2023-10-14,3
P003,2023-10-15,6
P003,2023-10-16,2
P003,2023-10-17,3
P003,2023-10-18,0
P003,2023-10-19,3
P003,2023-10-20,6
P003,2023-10-21,5
P003,2023-10-22,0
P003,2023-10-23,0
P003,2023-10-24,0
P003,2023-10-25,0
P003,2023-10-26,0
P003,2023-10-27,0
P003,2023-10-28,0
P003,2023-10-29,0
P003,2023-10-30,0
P003,2023-10-31,4
P003,2023-11-01,0
P003,2023-11-02,0
P003,2023-11-03,0
P003,2023-11-04,0
P003,2023-11-05,0
P003,2023-11-06,4
P003,2023-11-07,1
P003,2023-11-08,0
P003,2023-11-09,6
P003,2023-11-10,0
P003,2023-11-11,0
P003,2023-11-12,0
P003,2023-11-13,0
P003,2023-11-14,7
P003,2023-11-15,6
P003,2023-11-16,4
P003,2023-11-17,0
P003,2023-11-18,2
P003,2023-11-19,0
P003,2023-11-20,0
P003,2023-11-21,0
P003,2023-11-22,1
P003,2023-11-23,5
P003,2023-11-24,0
P003,2023-11-25,1
P003,2023-11-26,4
P003,2023-11-27,5
P003,2023-11-28,0
P003,2023-11-29,2
P003,2023-11-30,3
P003,2023-12-01,3
P003,2023-12-02,0
P003,2023-12-03,3
P003,2023-12-04,0
P003,2023-12-05,4
P003,2023-12-06,0
P003,2023-12-07,0
P003,2023-12-08,0
P003,2023-12-09,0
P003,2023-12-10,0
P003,2023-12-11,0
P003,2023-12-12,0
P003,2023-12-13,0
P003,2023-12-14,6
P003,2023-12-15,2
P003,2023-12-16,2
P003,2023-12-17,0
P003,2023-12-18,0
P003,2023-12-19,4
P003,2023-12-20,0
P003,2023-12-21,0
P003,2023-12-22,6
P003,2023-12-23,5
P003,2023-12-24,0
P003,2023-12-25,2
P003,2023-12-26,0
P003,2023-12-27,6
P003,2023-12-28,0
P003,2023-12-29,0
P003,2023-12-30,5
P003,2023-12-31,0
P003,2024-01-01,7
P003,2024-01-02,0
P003,2024-01-03,4
P003,2024-01-04,5
P003,2024-01-05,0
P003,2024-01-06,2
P003,2024-01-07,0
P003,2024-01-08,0
P003,2024-01-09,0
P003,2024-01-10,4
P003,2024-01-11,3
P003,2024-01-12,7
P003,2024-01-13,2
P003,2024-01-14,3
P003,2024-01-15,0
P003,2024-01-16,6
P003,2024-01-17,1
P003,2024-01-18,0
P003,2024-01-19,2
P003,2024-01-20,0
P003,2024-01-21,0
P003,2024-01-22,0
P003,2024-01-23,0
P003,2024-01-24,0
P003,2024-01-25,4
P003,2024-01-26,3
P003,2024-01-27,0
P003,2024-01-28,0
P003,2024-01-29,0
P003,2024-01-30,0
P003,2024-01-31,6
P003,2024-02-01,0
P003,2024-02-02,1
P003,2024-02-03,5
P003,2024-02-04,2
P003,2024-02-05,7
P003,2024-02-06,0
P003,2024-02-07,5
P003,2024-02-08,4
P003,2024-02-09,4
P003,2024-02-10,5
P003,2024-02-11,3
P003,2024-02-12,4
P003,2024-02-13,0
P003,2024-02-14,3
P003,2024-02-15,3
P003,2024-02-16,0
P003,2024-02-17,2
P003,2024-02-18,0
P003,2024-02-19,5
P003,2024-02-20,0
P003,2024-02-21,0
P003,2024-02-22,1
P003,2024-02-23,0
P003,2024-02-24,0
P003,2024-02-25,0
P003,2024-02-26,0
P003,2024-02-27,2
P003,2024-02-28,5
P003,2024-02-29,0
P003,2024-03-01,4
P003,2024-03-02,0
P003,2024-03-03,5
P003,2024-03-04,0
P003,2024-03-05,0
P003,2024-03-06,0
P003,2024-03-07,2
P003,2024-03-08,0
P003,2024-03-09,0
P003,2024-03-10,1
P003,2024-03-11,5
P003,2024-03-12,0
P003,2024-03-13,2
P003,2024-03-14,3
P003,2024-03-15,0
P003,2024-03-16,5
P003,2024-03-17,0
P003,2024-03-18,5
P003,2024-03-19,0
P003,2024-03-20,4
P003,2024-03-21,0
P003,2024-03-22,0
P003,2024-03-23,5
P003,2024-03-24,0
P003,2024-03-25,5
P003,2024-03-26,5
P003,2024-03-27,4
P003,2024-03-28,0
P003,2024-03-29,4
P003,2024-03-30,0
P003,2024-03-31,0
P003,2024-04-01,3
P003,2024-04-02,1
P003,2024-04-03,0
P003,2024-04-04,0
P003,2024-04-05,2
P003,2024-04-06,6
P003,2024-04-07,0
P003,2024-04-08,2
P003,2024-04-09,0
P003,2024-04-10,0
P003,2024-04-11,6
P003,2024-04-12,5
P003,2024-04-13,0
P003,2024-04-14,0
P003,2024-04-15,0
P003,2024-04-16,-5
P003,2024-04-17,0
P003,2024-04-18,0
P003,2024-04-19,4
P003,2024-04-20,0
P003,2024-04-21,3
P003,2024-04-22,0
P003,2024-04-23,1
P003,2024-04-24,0
P003,2024-04-25,0
P003,2024-04-26,0
P003,2024-04-27,3
P003,2024-04-28,2
P003,2024-04-29,0
P003,2024-04-30,0
P003,2024-05-01,2
P003,2024-05-02,0
P003,2024-05-03,0
P003,2024-05-04,4
P003,2024-05-05,0
P003,2024-05-06,0
P003,2024-05-07,0
P003,2024-05-08,0
P003,2024-05-09,0
P003,2024-05-10,2
P003,2024-05-11,3
P003,2024-05-12,0
P003,2024-05-13,4
P003,2024-05-14,0
P003,2024-05-15,3
P003,2024-05-16,0
P003,2024-05-17,3
P003,2024-05-18,0
P003,2024-05-19,0
P003,2024-05-20,0
P003,2024-05-21,0
P003,2024-05-22,0
P003,2024-05-23,4
P003,2024-05-24,3
P003,2024-05-25,0
P003,2024-05-26,7
P003,2024-05-27,1
P003,2024-05-28,6
P003,2024-05-29,2
P003,2024-05-30,4
P003,2024-05-31,0
P003,2024-06-01,5
P003,2024-06-02,4
P003,2024-06-03,0
P003,2024-06-04,0
P003,2024-06-05,0
P003,2024-06-06,2
P003,2024-06-07,0
P003,2024-06-08,4
P003,2024-06-09,2
P003,2024-06-10,2
P003,2024-06-11,0
P003,2024-06-12,5
P003,2024-06-13,5
P003,2024-06-14,0
P003,2024-06-15,6
P003,2024-06-16,0
P003,2024-06-17,5
P003,2024-06-18,0
P003,2024-06-19,0
P003,2024-06-20,0
P003,2024-06-21,0
P003,2024-06-22,0
P003,2024-06-23,3
P003,2024-06-24,0
P003,2024-06-25,0
P003,2024-06-26,1
P003,2024-06-27,6
P003,2024-06-28,0
P003,2024-06-29,2
P003,2024-06-30,0
P003,2024-07-01,5
P003,2024-07-02,0
P003,2024-07-03,8
P003,2024-07-04,5
P003,2024-07-05,4
P003,2024-07-06,7
P003,2024-07-07,4
P003,2024-07-08,0
P003,2024-07-09,3
P003,2024-07-10,5
P003,2024-07-11,5
P003,2024-07-12,0
P003,2024-07-13,0
P003,2024-07-14,4
P003,2024-07-15,0
P003,2024-07-16,0
P003,2024-07-17,0
P003,2024-07-18,5
P003,2024-07-19,0
P003,2024-07-20,0
P003,2024-07-21,0
P003,2024-07-22,7
P003,2024-07-23,3
P003,2024-07-24,0
P003,2024-07-25,0
P003,2024-07-26,4
P003,2024-07-27,0
P003,2024-07-28,3
P003,2024-07-29,0
P003,2024-07-30,2
P003,2024-07-31,0
P003,2024-08-01,6
P003,2024-08-02,0
P003,2024-08-03,8
P003,2024-08-04,2
P003,2024-08-05,1
P003,2024-08-06,0
P003,2024-08-07,0
P003,2024-08-08,5
P003,2024-08-09,4
P003,2024-08-10,0
P003,2024-08-11,0
P003,2024-08-12,0
P003,2024-08-13,6
P003,2024-08-14,10
P003,2024-08-15,5
P003,2024-08-16,5
P003,2024-08-17,0
P003,2024-08-18,0
P003,2024-08-19,0
P003,2024-08-20,2
P003,2024-08-21,0
P003,2024-08-22,0
P003,2024-08-23,0
P003,2024-08-24,0
P003,2024-08-25,3
P003,2024-08-26,0
P003,2024-08-27,0
P003,2024-08-28,4
P003,2024-08-29,0
P003,2024-08-30,0
P003,2024-08-31,0
P003,2024-09-01,1
P003,2024-09-02,0
P003,2024-09-03,3
P003,2024-09-04,4
P003,2024-09-05,1
P003,2024-09-06,0
P003,2024-09-07,4
P003,2024-09-08,0
P003,2024-09-09,0
P003,2024-09-10,0
P003,2024-09-11,0
P003,2024-09-12,0
P003,2024-09-13,0
P003,2024-09-14,0
P003,2024-09-15,0
P003,2024-09-16,4
P003,2024-09-17,3
P003,2024-09-18,0
P003,2024-09-19,5
P003,2024-09-20,0
P003,2024-09-21,0
P003,2024-09-22,0
P003,2024-09-23,0
P003,2024-09-24,0
P003,2024-09-25,0
P003,2024-09-26,0
P003,2024-09-27,0
P003,2024-09-28,0
P003,2024-09-29,0
P003,2024-09-30,0
P003,2024-10-01,0
P003,2024-10-02,0
P003,2024-10-03,0
P003,2024-10-04,0
P003,2024-10-05,0
P003,2024-10-06,7
P003,2024-10-07,0
P003,2024-10-08,0
P003,2024-10-09,0
P003,2024-10-10,5
P003,2024-10-11,5
P003,2024-10-12,6
P003,2024-10-13,4
P003,2024-10-14,0
P003,2024-10-15,3
P003,2024-10-16,0
P003,2024-10-17,4
P003,2024-10-18,0
P003,2024-10-19,0
P003,2024-10-20,5
P003,2024-10-21,0
P003,2024-10-22,2
P003,2024-10-23,0
P003,2024-10-24,4
P003,2024-10-25,4
P003,2024-10-26,0
P003,2024-10-27,3
P003,2024-10-28,5
P003,2024-10-29,6
P003,2024-10-30,0
P003,2024-10-31,0
P003,2024-11-01,3
P003,2024-11-02,0
P003,2024-11-03,0
P003,2024-11-04,0
P003,2024-11-05,4
P003,2024-11-06,0
P003,2024-11-07,5
P003,2024-11-08,7
P003,2024-11-09,0
P003,2024-11-10,0
P003,2024-11-11,9
P003,2024-11-12,0
P003,2024-11-13,3
P003,2024-11-14,3
P003,2024-11-15,2
P003,2024-11-16,0
P003,2024-11-17,3
P003,2024-11-18,4
P003,2024-11-19,0
P003,2024-11-20,5
P003,2024-11-21,2
P003,2024-11-22,2
P003,2024-11-23,0
P003,2024-11-24,0
P003,2024-11-25,0
P003,2024-11-26,0
P003,2024-11-27,0
P003,2024-11-28,3
P003,2024-11-29,0
P003,2024-11-30,2
P003,2024-12-01,0
P003,2024-12-02,0
P003,2024-12-03,0
P003,2024-12-04,0
P003,2024-12-05,10
P003,2024-12-06,1
P003,2024-12-07,3
P003,2024-12-08,0
P003,2024-12-09,2
P003,2024-12-10,0
P003,2024-12-11,3
P003,2024-12-12,0
P003,2024-12-13,0
P003,2024-12-14,0
P003,2024-12-15,0
P003,2024-12-16,0
P003,2024-12-17,5
P003,2024-12-18,3
P003,2024-12-19,8
P003,2024-12-20,0
P003,2024-12-21,2
P003,2024-12-22,0
P003,2024-12-23,0
P003,2024-12-24,0
P003,2024-12-25,0
P003,2024-12-26,3
P003,2024-12-27,0
P003,2024-12-28,0
P003,2024-12-29,5
P003,2024-12-30,0
P003,2024-12-31,2
P004,2023-01-01,81
P004,2023-01-02,53
P004,2023-01-03,63
P004,2023-01-04,57
P004,2023-01-05,71
P004,2023-01-06,60
P004,2023-01-07,67
P004,2023-01-08,83
P004,2023-01-09,71
P004,2023-01-10,69
P004,2023-01-11,70
P004,2023-01-12,53
P004,2023-01-13,65
P004,2023-01-14,76
P004,2023-01-15,82
P004,2023-01-16,52
P004,2023-01-17,55
P004,2023-01-18,55
P004,2023-01-19,64
P004,2023-01-20,64
P004,2023-01-21,82
P004,2023-01-22,72
P004,2023-01-23,57
P004,2023-01-24,54
P004,2023-01-25,64
P004,2023-01-26,66
P004,2023-01-27,65
P004,2023-01-28,75
P004,2023-01-29,63
P004,2023-01-30,48
P004,2023-01-31,67
P004,2023-02-01,56
P004,2023-02-02,54
P004,2023-02-03,68
P004,2023-02-04,87
P004,2023-02-05,79
P004,2023-02-06,56
P004,2023-02-07,57
P004,2023-02-08,59
P004,2023-02-09,68
P004,2023-02-10,61
P004,2023-02-11,83
P004,2023-02-12,86
P004,2023-02-13,51
P004,2023-02-14,62
P004,2023-02-15,56
P004,2023-02-16,43
P004,2023-02-17,45
P004,2023-02-18,72
P004,2023-02-19,82
P004,2023-02-20,58
P004,2023-02-21,59
P004,2023-02-22,69
P004,2023-02-23,50
P004,2023-02-24,57
P004,2023-02-25,80
P004,2023-02-26,74
P004,2023-02-27,57
P004,2023-02-28,48
P004,2023-03-01,66
P004,2023-03-02,53
P004,2023-03-03,69
P004,2023-03-04,78
P004,2023-03-05,84
P004,2023-03-06,56
P004,2023-03-07,57
P004,2023-03-08,53
P004,2023-03-09,57
P004,2023-03-10,59
P004,2023-03-11,73
P004,2023-03-12,77
P004,2023-03-13,53
P004,2023-03-14,70
P004,2023-03-15,56
P004,2023-03-16,66
P004,2023-03-17,55
P004,2023-03-18,79
P004,2023-03-19,69
P004,2023-03-20,53
P004,2023-03-21,57
P004,2023-03-22,66
P004,2023-03-23,57
P004,2023-03-24,64
P004,2023-03-25,81
P004,2023-03-26,87
P004,2023-03-27,55
P004,2023-03-28,70
P004,2023-03-29,53
P004,2023-03-30,51
P004,2023-03-31,48
P004,2023-04-01,90
P004,2023-04-02,81
P004,2023-04-03,53
P004,2023-04-04,63
P004,2023-04-05,59
P004,2023-04-06,67
P004,2023-04-07,46
P004,2023-04-08,75
P004,2023-04-09,73
P004,2023-04-10,43
P004,2023-04-11,61
P004,2023-04-11,72
P004,2023-04-12,53
P004,2023-04-13,59
P004,2023-04-14,69
P004,2023-04-15,74
P004,2023-04-16,73
P004,2023-04-17,55
P004,2023-04-18,61
P004,2023-04-19,51
P004,2023-04-20,51
P004,2023-04-21,61
P004,2023-04-22,78
P004,2023-04-23,63
P004,2023-04-24,47
P004,2023-04-25,63
P004,2023-04-26,57
P004,2023-04-27,50
P004,2023-04-28,53
P004,2023-04-29,75
P004,2023-04-30,79
P004,2023-05-01,46
P004,2023-05-02,49
P004,2023-05-03,56
P004,2023-05-04,53
P004,2023-05-05,57
P004,2023-05-06,67
P004,2023-05-07,77
P004,2023-05-08,60
P004,2023-05-09,57
P004,2023-05-10,54
P004,2023-05-11,53
P004,2023-05-12,48
P004,2023-05-13,74
P004,2023-05-14,82
P004,2023-05-15,53
P004,2023-05-16,48
P004,2023-05-17,50
P004,2023-05-18,54
P004,2023-05-19,51
P004,2023-05-20,77
