Order_ID,Product,Price_Each,Quantity_Ordered,Order_Date,Purchase_Address
10902,Laptop Bag,"ETB 2,500",2.0,2025-02-10,
10903,MacBook Pro,"ETB 120,000",,2025-05-12,"Mekelle, Ethiopia"
10904,Samsung S22,"ETB 38,000",2.0,2025-05-12,"Bole, Addis Ababa"
10905,Shoe,"ETB 3,500",,2025-05-12,
10906,MacBook Pro,"ETB 120,000",3.0,2025.03.22,
10907,MacBook Pro,"ETB 120,000",-1.0,2025/01/15,
10908,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,"Hawassa, Ethiopia"
10909,iPhone 13,"ETB 45,000",2.0,,
10910,Wireless Mouse,"ETB 1,200",-3.0,,"Hawassa, Ethiopia"
10911,Shoe,"ETB 3,500",,2025.03.22,"Hawassa, Ethiopia"
10912,Laptop Bag,"ETB 2,500",-3.0,2025-02-10,
10913,Shoe,"ETB 3,500",1.0,,
10914,iPhone 13,"ETB 45,000",2.0,,"Megenagna, Addis Ababa"
10915,Laptop Bag,"ETB 2,500",1.0,,
10916,Samsung S22,"ETB 38,000",1.0,2025.03.22,"Bole, Addis Ababa"
10917,iPhone 13,"ETB 45,000",2.0,2025.03.22,"Bahir Dar, Ethiopia"
10918,Samsung S22,"ETB 38,000",3.0,,
10919,Shoe,"ETB 3,500",,2025-05-12,"Bole, Addis Ababa"
10920,Samsung S22,"ETB 38,000",2.0,,"Mekelle, Ethiopia"
10921,Shoe,"ETB 3,500",1.0,2025/04/05,"Adama, Ethiopia"
10922,Wireless Mouse,"ETB 1,200",2.0,,
10923,Samsung S22,"ETB 38,000",,2025/04/05,
10924,iPhone 13,"ETB 45,000",1.0,,"Bole, Addis Ababa"
10925,Samsung S22,"ETB 38,000",-1.0,,
10926,Wireless Mouse,"ETB 1,200",,,"Bahir Dar, Ethiopia"
10927,MacBook Pro,"ETB 120,000",,2025/04/05,
10928,MacBook Pro,"ETB 120,000",,2025-02-10,"Hawassa, Ethiopia"
10929,Samsung S22,"ETB 38,000",,,"Hawassa, Ethiopia"
10930,iPhone 13,"ETB 45,000",,,"Bahir Dar, Ethiopia"
10931,MacBook Pro,"ETB 120,000",1.0,2025/04/05,"Hawassa, Ethiopia"
10932,Laptop Bag,"ETB 2,500",-1.0,,
10933,Laptop Bag,"ETB 2,500",3.0,2025-05-12,"Bahir Dar, Ethiopia"
10934,Samsung S22,"ETB 38,000",-3.0,2025-02-10,"Mekelle, Ethiopia"
10935,Shoe,"ETB 3,500",2.0,,"Hawassa, Ethiopia"
10936,iPhone 13,"ETB 45,000",3.0,,
10937,Samsung S22,"ETB 38,000",1.0,2025-05-12,
10938,Shoe,"ETB 3,500",3.0,2025-05-12,"Megenagna, Addis Ababa"
10939,Shoe,"ETB 3,500",-1.0,2025/04/05,"Bole, Addis Ababa"
10940,MacBook Pro,"ETB 120,000",-1.0,,"Adama, Ethiopia"
10941,Wireless Mouse,"ETB 1,200",3.0,2025/01/15,"Hawassa, Ethiopia"
10942,Wireless Mouse,"ETB 1,200",-1.0,,"Hawassa, Ethiopia"
10943,MacBook Pro,"ETB 120,000",3.0,,
10944,Wireless Mouse,"ETB 1,200",-1.0,,"Hawassa, Ethiopia"
10945,Shoe,"ETB 3,500",3.0,2025.03.22,
10946,iPhone 13,"ETB 45,000",,2025/01/15,"Bole, Addis Ababa"
10947,Wireless Mouse,"ETB 1,200",-1.0,2025-02-10,"Bahir Dar, Ethiopia"
10948,Wireless Mouse,"ETB 1,200",2.0,2025/04/05,
10949,iPhone 13,"ETB 45,000",3.0,2025.03.22,
10950,Samsung S22,"ETB 38,000",2.0,,"Hawassa, Ethiopia"
10951,Shoe,"ETB 3,500",,2025.03.22,"Bole, Addis Ababa"
10952,Samsung S22,"ETB 38,000",,,
10953,Laptop Bag,"ETB 2,500",1.0,2025/04/05,"Bole, Addis Ababa"
10954,Samsung S22,"ETB 38,000",1.0,2025-02-10,"Bole, Addis Ababa"
10955,Laptop Bag,"ETB 2,500",,,"Mekelle, Ethiopia"
10956,Wireless Mouse,"ETB 1,200",3.0,,"Bole, Addis Ababa"
10957,iPhone 13,"ETB 45,000",2.0,2025-02-10,
10958,Samsung S22,"ETB 38,000",2.0,2025/04/05,
10959,Laptop Bag,"ETB 2,500",,2025/04/05,"Bole, Addis Ababa"
10960,iPhone 13,"ETB 45,000",,,"Hawassa, Ethiopia"
10961,Samsung S22,"ETB 38,000",-3.0,,
10962,Samsung S22,"ETB 38,000",1.0,,"Bahir Dar, Ethiopia"
10963,Wireless Mouse,"ETB 1,200",2.0,,"Megenagna, Addis Ababa"
10964,iPhone 13,"ETB 45,000",3.0,,
10965,iPhone 13,"ETB 45,000",2.0,2025-05-12,
10966,Samsung S22,"ETB 38,000",1.0,2025.03.22,"Megenagna, Addis Ababa"
10967,Shoe,"ETB 3,500",-1.0,2025/01/15,
10968,Wireless Mouse,"ETB 1,200",-3.0,,"Bole, Addis Ababa"
10969,iPhone 13,"ETB 45,000",2.0,,"Megenagna, Addis Ababa"
10970,Laptop Bag,"ETB 2,500",,,
10971,Samsung S22,"ETB 38,000",-3.0,2025-05-12,"Bahir Dar, Ethiopia"
10972,Samsung S22,"ETB 38,000",3.0,2025/04/05,"Megenagna, Addis Ababa"
10973,Wireless Mouse,"ETB 1,200",,2025-05-12,"Bahir Dar, Ethiopia"
10974,iPhone 13,"ETB 45,000",3.0,,"Hawassa, Ethiopia"
10975,Laptop Bag,"ETB 2,500",-1.0,,
10976,Shoe,"ETB 3,500",-1.0,2025/04/05,
10977,Wireless Mouse,"ETB 1,200",-1.0,2025/04/05,
10978,Laptop Bag,"ETB 2,500",,,
10979,iPhone 13,"ETB 45,000",1.0,2025/04/05,"Bahir Dar, Ethiopia"
10980,Laptop Bag,"ETB 2,500",2.0,,"Bole, Addis Ababa"
10981,Samsung S22,"ETB 38,000",-1.0,2025-02-10,"Hawassa, Ethiopia"
10982,Laptop Bag,"ETB 2,500",2.0,,
10983,Samsung S22,"ETB 38,000",3.0,2025/04/05,
10984,MacBook Pro,"ETB 120,000",-3.0,2025.03.22,
10985,Shoe,"ETB 3,500",2.0,2025-05-12,"Bole, Addis Ababa"
10986,Laptop Bag,"ETB 2,500",1.0,,"Megenagna, Addis Ababa"
10987,Laptop Bag,"ETB 2,500",2.0,2025-02-10,"Adama, Ethiopia"
10988,Shoe,"ETB 3,500",1.0,2025/04/05,
10989,Shoe,"ETB 3,500",,2025/04/05,"Bole, Addis Ababa"
10990,Shoe,"ETB 3,500",1.0,2025-05-12,
10991,Wireless Mouse,"ETB 1,200",-1.0,2025/01/15,"Megenagna, Addis Ababa"
10992,iPhone 13,"ETB 45,000",1.0,,"Adama, Ethiopia"
10993,MacBook Pro,"ETB 120,000",,2025-02-10,
10994,Samsung S22,"ETB 38,000",3.0,2025-02-10,"Bole, Addis Ababa"
10995,MacBook Pro,"ETB 120,000",-3.0,,
10996,Laptop Bag,"ETB 2,500",-1.0,2025-02-10,"Megenagna, Addis Ababa"
10997,iPhone 13,"ETB 45,000",-3.0,,"Adama, Ethiopia"
10998,Wireless Mouse,"ETB 1,200",1.0,,"Megenagna, Addis Ababa"
10999,Shoe,"ETB 3,500",-1.0,,
11000,MacBook Pro,"ETB 120,000",-3.0,2025-05-12,"Mekelle, Ethiopia"
11001,Laptop Bag,"ETB 2,500",,,
11002,Wireless Mouse,"ETB 1,200",-1.0,2025/01/15,
11003,Shoe,"ETB 3,500",-3.0,,"Mekelle, Ethiopia"
11004,Samsung S22,"ETB 38,000",3.0,,
11005,MacBook Pro,"ETB 120,000",1.0,2025-05-12,"Hawassa, Ethiopia"
11006,iPhone 13,"ETB 45,000",,2025.03.22,"Megenagna, Addis Ababa"
11007,Wireless Mouse,"ETB 1,200",3.0,,"Bahir Dar, Ethiopia"
11008,Samsung S22,"ETB 38,000",,2025-02-10,
11009,Shoe,"ETB 3,500",-3.0,2025.03.22,
11010,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Bole, Addis Ababa"
11011,Shoe,"ETB 3,500",-3.0,2025.03.22,
11012,Wireless Mouse,"ETB 1,200",-1.0,2025-02-10,"Mekelle, Ethiopia"
11013,Shoe,"ETB 3,500",,,"Megenagna, Addis Ababa"
11014,iPhone 13,"ETB 45,000",,,"Adama, Ethiopia"
11015,Samsung S22,"ETB 38,000",-3.0,,"Mekelle, Ethiopia"
11016,iPhone 13,"ETB 45,000",2.0,,
11017,MacBook Pro,"ETB 120,000",,2025-05-12,
11018,iPhone 13,"ETB 45,000",,2025/01/15,"Mekelle, Ethiopia"
11019,Shoe,"ETB 3,500",1.0,,
11020,iPhone 13,"ETB 45,000",,2025/01/15,
11021,Laptop Bag,"ETB 2,500",1.0,,
11022,iPhone 13,"ETB 45,000",2.0,2025-05-12,
11023,Shoe,"ETB 3,500",3.0,2025/01/15,"Hawassa, Ethiopia"
11024,Shoe,"ETB 3,500",1.0,2025.03.22,"Bahir Dar, Ethiopia"
11025,Samsung S22,"ETB 38,000",,,"Bole, Addis Ababa"
11026,Shoe,"ETB 3,500",-1.0,,
11027,MacBook Pro,"ETB 120,000",-1.0,2025.03.22,"Bahir Dar, Ethiopia"
11028,Laptop Bag,"ETB 2,500",3.0,2025/01/15,"Megenagna, Addis Ababa"
11029,Samsung S22,"ETB 38,000",3.0,,"Adama, Ethiopia"
11030,Shoe,"ETB 3,500",1.0,,"Adama, Ethiopia"
11031,Samsung S22,"ETB 38,000",-1.0,2025-02-10,
11032,Samsung S22,"ETB 38,000",-3.0,,"Hawassa, Ethiopia"
11033,Wireless Mouse,"ETB 1,200",,,"Megenagna, Addis Ababa"
11034,Laptop Bag,"ETB 2,500",2.0,2025-02-10,"Megenagna, Addis Ababa"
11035,Shoe,"ETB 3,500",2.0,2025/01/15,
11036,Wireless Mouse,"ETB 1,200",1.0,2025/04/05,
11037,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,
11038,Samsung S22,"ETB 38,000",-3.0,2025.03.22,"Mekelle, Ethiopia"
11039,Laptop Bag,"ETB 2,500",-3.0,,
11040,Laptop Bag,"ETB 2,500",-3.0,,"Mekelle, Ethiopia"
11041,Wireless Mouse,"ETB 1,200",3.0,2025/04/05,
11042,Samsung S22,"ETB 38,000",,,"Adama, Ethiopia"
11043,Laptop Bag,"ETB 2,500",,2025-02-10,"Megenagna, Addis Ababa"
11044,Samsung S22,"ETB 38,000",-3.0,2025/04/05,
11045,iPhone 13,"ETB 45,000",-3.0,,
11046,iPhone 13,"ETB 45,000",1.0,2025-05-12,
11047,iPhone 13,"ETB 45,000",,,
11048,Wireless Mouse,"ETB 1,200",2.0,2025-02-10,
11049,Shoe,"ETB 3,500",1.0,,"Mekelle, Ethiopia"
11050,iPhone 13,"ETB 45,000",3.0,2025/01/15,"Adama, Ethiopia"
11051,MacBook Pro,"ETB 120,000",-3.0,,"Mekelle, Ethiopia"
11052,Samsung S22,"ETB 38,000",,,"Mekelle, Ethiopia"
11053,Wireless Mouse,"ETB 1,200",-1.0,,
11054,iPhone 13,"ETB 45,000",,2025-02-10,"Bahir Dar, Ethiopia"
11055,Laptop Bag,"ETB 2,500",3.0,,
11056,Shoe,"ETB 3,500",3.0,2025/01/15,"Bahir Dar, Ethiopia"
11057,Wireless Mouse,"ETB 1,200",-3.0,,"Adama, Ethiopia"
11058,Samsung S22,"ETB 38,000",,2025.03.22,
11059,iPhone 13,"ETB 45,000",,,
11060,Laptop Bag,"ETB 2,500",3.0,2025-02-10,
11061,iPhone 13,"ETB 45,000",-3.0,2025-02-10,"Bole, Addis Ababa"
11062,iPhone 13,"ETB 45,000",3.0,,"Bahir Dar, Ethiopia"
11063,Samsung S22,"ETB 38,000",,,"Mekelle, Ethiopia"
11064,MacBook Pro,"ETB 120,000",-3.0,2025.03.22,
11065,Laptop Bag,"ETB 2,500",,2025.03.22,"Bahir Dar, Ethiopia"
11066,iPhone 13,"ETB 45,000",-3.0,2025/01/15,
11067,Wireless Mouse,"ETB 1,200",3.0,2025.03.22,"Megenagna, Addis Ababa"
11068,Shoe,"ETB 3,500",2.0,,"Mekelle, Ethiopia"
11069,Shoe,"ETB 3,500",3.0,2025/01/15,
11070,Laptop Bag,"ETB 2,500",3.0,2025.03.22,
11071,Samsung S22,"ETB 38,000",2.0,,
11072,Shoe,"ETB 3,500",3.0,,
11073,Shoe,"ETB 3,500",3.0,2025-05-12,
11074,Shoe,"ETB 3,500",2.0,2025-05-12,
11075,Shoe,"ETB 3,500",3.0,,"Mekelle, Ethiopia"
11076,MacBook Pro,"ETB 120,000",-3.0,,
11077,Wireless Mouse,"ETB 1,200",3.0,2025-02-10,
11078,MacBook Pro,"ETB 120,000",-3.0,2025-05-12,
11079,iPhone 13,"ETB 45,000",-1.0,2025/01/15,
11080,Wireless Mouse,"ETB 1,200",-3.0,2025-05-12,"Bole, Addis Ababa"
11081,Samsung S22,"ETB 38,000",-3.0,,
11082,iPhone 13,"ETB 45,000",1.0,2025.03.22,"Megenagna, Addis Ababa"
11083,Samsung S22,"ETB 38,000",-1.0,,
11084,Shoe,"ETB 3,500",-1.0,2025/01/15,"Bole, Addis Ababa"
11085,Wireless Mouse,"ETB 1,200",-1.0,2025-02-10,"Mekelle, Ethiopia"
11086,Laptop Bag,"ETB 2,500",,,
11087,Samsung S22,"ETB 38,000",2.0,,
11088,MacBook Pro,"ETB 120,000",,2025/04/05,"Mekelle, Ethiopia"
11089,Shoe,"ETB 3,500",-1.0,,
11090,Laptop Bag,"ETB 2,500",2.0,,"Bole, Addis Ababa"
11091,Laptop Bag,"ETB 2,500",-1.0,2025/01/15,"Adama, Ethiopia"
11092,Laptop Bag,"ETB 2,500",2.0,2025/04/05,
11093,MacBook Pro,"ETB 120,000",-1.0,2025-05-12,"Bahir Dar, Ethiopia"
11094,Laptop Bag,"ETB 2,500",2.0,,
11095,Samsung S22,"ETB 38,000",3.0,,"Hawassa, Ethiopia"
11096,iPhone 13,"ETB 45,000",-3.0,2025-05-12,
11097,Samsung S22,"ETB 38,000",2.0,2025/01/15,
11098,Laptop Bag,"ETB 2,500",1.0,2025/01/15,
11099,Wireless Mouse,"ETB 1,200",1.0,,
11100,iPhone 13,"ETB 45,000",-1.0,,"Mekelle, Ethiopia"
11101,Samsung S22,"ETB 38,000",2.0,,
11102,Samsung S22,"ETB 38,000",-3.0,2025/01/15,
11103,MacBook Pro,"ETB 120,000",-1.0,,
11104,Laptop Bag,"ETB 2,500",2.0,2025-02-10,"Mekelle, Ethiopia"
11105,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
11106,Wireless Mouse,"ETB 1,200",,,"Mekelle, Ethiopia"
11107,MacBook Pro,"ETB 120,000",1.0,2025-02-10,
11108,Shoe,"ETB 3,500",,2025/01/15,"Bole, Addis Ababa"
11109,MacBook Pro,"ETB 120,000",,,
11110,iPhone 13,"ETB 45,000",1.0,2025.03.22,
11111,Laptop Bag,"ETB 2,500",3.0,2025/01/15,"Bahir Dar, Ethiopia"
11112,Shoe,"ETB 3,500",-1.0,,"Hawassa, Ethiopia"
11113,Samsung S22,"ETB 38,000",3.0,2025/04/05,
11114,MacBook Pro,"ETB 120,000",-3.0,,"Bole, Addis Ababa"
11115,iPhone 13,"ETB 45,000",,,
11116,Shoe,"ETB 3,500",-1.0,2025/04/05,
11117,iPhone 13,"ETB 45,000",3.0,,"Megenagna, Addis Ababa"
11118,iPhone 13,"ETB 45,000",3.0,,"Bahir Dar, Ethiopia"
11119,iPhone 13,"ETB 45,000",-1.0,2025-05-12,"Bole, Addis Ababa"
11120,Wireless Mouse,"ETB 1,200",1.0,2025/04/05,"Megenagna, Addis Ababa"
11121,Laptop Bag,"ETB 2,500",-1.0,,
11122,Laptop Bag,"ETB 2,500",-3.0,2025/01/15,
11123,Shoe,"ETB 3,500",,,"Mekelle, Ethiopia"
11124,MacBook Pro,"ETB 120,000",3.0,,"Bahir Dar, Ethiopia"
11125,Shoe,"ETB 3,500",2.0,,"Bole, Addis Ababa"
11126,Shoe,"ETB 3,500",2.0,2025-05-12,"Adama, Ethiopia"
11127,Samsung S22,"ETB 38,000",,2025-05-12,"Hawassa, Ethiopia"
11128,Shoe,"ETB 3,500",1.0,,
11129,Wireless Mouse,"ETB 1,200",2.0,,"Mekelle, Ethiopia"
11130,Wireless Mouse,"ETB 1,200",3.0,,"Megenagna, Addis Ababa"
11131,Wireless Mouse,"ETB 1,200",-3.0,2025-02-10,
11132,MacBook Pro,"ETB 120,000",2.0,,
11133,Samsung S22,"ETB 38,000",2.0,2025.03.22,"Bahir Dar, Ethiopia"
11134,Samsung S22,"ETB 38,000",,,"Hawassa, Ethiopia"
11135,iPhone 13,"ETB 45,000",1.0,,
11136,iPhone 13,"ETB 45,000",,2025/01/15,"Bahir Dar, Ethiopia"
11137,MacBook Pro,"ETB 120,000",2.0,,"Megenagna, Addis Ababa"
11138,MacBook Pro,"ETB 120,000",,2025/01/15,
11139,Wireless Mouse,"ETB 1,200",,2025/04/05,
11140,MacBook Pro,"ETB 120,000",3.0,2025.03.22,
11141,Samsung S22,"ETB 38,000",3.0,2025-02-10,"Mekelle, Ethiopia"
11142,Laptop Bag,"ETB 2,500",3.0,2025/04/05,
11143,Laptop Bag,"ETB 2,500",-3.0,,"Bahir Dar, Ethiopia"
11144,Shoe,"ETB 3,500",-3.0,,"Megenagna, Addis Ababa"
11145,Laptop Bag,"ETB 2,500",,2025/01/15,"Adama, Ethiopia"
11146,Samsung S22,"ETB 38,000",-1.0,,
11147,Samsung S22,"ETB 38,000",2.0,2025.03.22,
11148,MacBook Pro,"ETB 120,000",1.0,,"Bahir Dar, Ethiopia"
11149,MacBook Pro,"ETB 120,000",-3.0,,"Mekelle, Ethiopia"
11150,iPhone 13,"ETB 45,000",1.0,,"Megenagna, Addis Ababa"
11151,Laptop Bag,"ETB 2,500",-1.0,,
11152,Wireless Mouse,"ETB 1,200",-3.0,,"Bahir Dar, Ethiopia"
11153,Shoe,"ETB 3,500",3.0,2025-05-12,
11154,Shoe,"ETB 3,500",3.0,,"Mekelle, Ethiopia"
11155,Samsung S22,"ETB 38,000",-3.0,2025/04/05,"Mekelle, Ethiopia"
11156,Wireless Mouse,"ETB 1,200",,2025/01/15,"Hawassa, Ethiopia"
11157,Shoe,"ETB 3,500",-1.0,2025/04/05,"Hawassa, Ethiopia"
11158,MacBook Pro,"ETB 120,000",1.0,2025-05-12,
11159,Samsung S22,"ETB 38,000",-3.0,2025/04/05,
11160,MacBook Pro,"ETB 120,000",1.0,,"Bole, Addis Ababa"
11161,Wireless Mouse,"ETB 1,200",-1.0,,
11162,MacBook Pro,"ETB 120,000",2.0,,
11163,Wireless Mouse,"ETB 1,200",2.0,2025/04/05,"Bahir Dar, Ethiopia"
11164,Wireless Mouse,"ETB 1,200",,,
11165,Samsung S22,"ETB 38,000",2.0,,
11166,Laptop Bag,"ETB 2,500",-1.0,2025/01/15,
11167,MacBook Pro,"ETB 120,000",-3.0,,"Bahir Dar, Ethiopia"
11168,Samsung S22,"ETB 38,000",1.0,2025-02-10,
11169,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,"Hawassa, Ethiopia"
11170,iPhone 13,"ETB 45,000",,,
11171,Shoe,"ETB 3,500",,,
11172,iPhone 13,"ETB 45,000",,,"Bahir Dar, Ethiopia"
11173,Wireless Mouse,"ETB 1,200",-3.0,2025-05-12,
11174,Laptop Bag,"ETB 2,500",-3.0,2025-02-10,"Megenagna, Addis Ababa"
11175,Samsung S22,"ETB 38,000",2.0,2025-05-12,
11176,Laptop Bag,"ETB 2,500",3.0,,
11177,Shoe,"ETB 3,500",-1.0,,"Mekelle, Ethiopia"
11178,iPhone 13,"ETB 45,000",1.0,,
11179,Samsung S22,"ETB 38,000",3.0,2025/01/15,"Bole, Addis Ababa"
11180,iPhone 13,"ETB 45,000",,2025.03.22,
11181,MacBook Pro,"ETB 120,000",2.0,,"Bahir Dar, Ethiopia"
11182,MacBook Pro,"ETB 120,000",1.0,,
11183,Laptop Bag,"ETB 2,500",-1.0,,"Megenagna, Addis Ababa"
11184,Shoe,"ETB 3,500",-1.0,2025/01/15,
11185,Wireless Mouse,"ETB 1,200",1.0,2025-05-12,
11186,iPhone 13,"ETB 45,000",1.0,,
11187,Laptop Bag,"ETB 2,500",3.0,,
11188,Laptop Bag,"ETB 2,500",-1.0,,
11189,Shoe,"ETB 3,500",-3.0,,"Megenagna, Addis Ababa"
11190,MacBook Pro,"ETB 120,000",-3.0,2025/01/15,"Mekelle, Ethiopia"
11191,Shoe,"ETB 3,500",-3.0,,"Hawassa, Ethiopia"
11192,Samsung S22,"ETB 38,000",-3.0,2025/01/15,"Megenagna, Addis Ababa"
11193,Shoe,"ETB 3,500",-1.0,,"Hawassa, Ethiopia"
11194,Wireless Mouse,"ETB 1,200",-3.0,,
11195,Wireless Mouse,"ETB 1,200",,,"Megenagna, Addis Ababa"
11196,Laptop Bag,"ETB 2,500",-1.0,2025/01/15,"Mekelle, Ethiopia"
11197,Shoe,"ETB 3,500",-3.0,2025-05-12,
11198,iPhone 13,"ETB 45,000",3.0,,"Mekelle, Ethiopia"
11199,Wireless Mouse,"ETB 1,200",2.0,2025-02-10,
11200,Wireless Mouse,"ETB 1,200",1.0,2025-05-12,
11201,Shoe,"ETB 3,500",1.0,,
11202,Shoe,"ETB 3,500",-3.0,,"Adama, Ethiopia"
11203,Laptop Bag,"ETB 2,500",,,
11204,iPhone 13,"ETB 45,000",-1.0,2025-02-10,
11205,iPhone 13,"ETB 45,000",,2025-02-10,
11206,MacBook Pro,"ETB 120,000",-1.0,,
11207,iPhone 13,"ETB 45,000",2.0,,
11208,Shoe,"ETB 3,500",-3.0,2025-05-12,
11209,iPhone 13,"ETB 45,000",3.0,,"Hawassa, Ethiopia"
11210,Samsung S22,"ETB 38,000",,2025/01/15,"Megenagna, Addis Ababa"
11211,Samsung S22,"ETB 38,000",-1.0,,"Hawassa, Ethiopia"
11212,MacBook Pro,"ETB 120,000",-3.0,,
11213,Wireless Mouse,"ETB 1,200",1.0,2025.03.22,
11214,Samsung S22,"ETB 38,000",2.0,,
11215,iPhone 13,"ETB 45,000",-3.0,,"Hawassa, Ethiopia"
11216,Laptop Bag,"ETB 2,500",-3.0,2025/04/05,
11217,Wireless Mouse,"ETB 1,200",,,
11218,Samsung S22,"ETB 38,000",3.0,2025/01/15,"Bole, Addis Ababa"
11219,Samsung S22,"ETB 38,000",2.0,2025/01/15,"Megenagna, Addis Ababa"
11220,Samsung S22,"ETB 38,000",,2025.03.22,"Mekelle, Ethiopia"
11221,MacBook Pro,"ETB 120,000",,,
11222,Shoe,"ETB 3,500",1.0,,"Megenagna, Addis Ababa"
11223,Shoe,"ETB 3,500",3.0,,"Hawassa, Ethiopia"
11224,iPhone 13,"ETB 45,000",-1.0,2025/04/05,
11225,Wireless Mouse,"ETB 1,200",3.0,2025/04/05,"Megenagna, Addis Ababa"
11226,MacBook Pro,"ETB 120,000",2.0,2025/04/05,"Hawassa, Ethiopia"
11227,Samsung S22,"ETB 38,000",3.0,,"Bahir Dar, Ethiopia"
11228,iPhone 13,"ETB 45,000",-1.0,,"Hawassa, Ethiopia"
11229,Shoe,"ETB 3,500",-1.0,,
11230,iPhone 13,"ETB 45,000",2.0,2025-05-12,"Mekelle, Ethiopia"
11231,iPhone 13,"ETB 45,000",,2025/01/15,"Adama, Ethiopia"
11232,Shoe,"ETB 3,500",,,"Bahir Dar, Ethiopia"
11233,Laptop Bag,"ETB 2,500",-1.0,,
11234,Wireless Mouse,"ETB 1,200",-3.0,,"Mekelle, Ethiopia"
11235,Shoe,"ETB 3,500",3.0,2025.03.22,
11236,Laptop Bag,"ETB 2,500",-3.0,2025-02-10,"Mekelle, Ethiopia"
11237,Shoe,"ETB 3,500",-3.0,,
11238,Samsung S22,"ETB 38,000",,2025.03.22,"Bahir Dar, Ethiopia"
11239,Wireless Mouse,"ETB 1,200",,,"Bahir Dar, Ethiopia"
11240,Samsung S22,"ETB 38,000",2.0,,"Bahir Dar, Ethiopia"
11241,iPhone 13,"ETB 45,000",,,
11242,Shoe,"ETB 3,500",3.0,,"Adama, Ethiopia"
11243,MacBook Pro,"ETB 120,000",3.0,,"Adama, Ethiopia"
11244,Samsung S22,"ETB 38,000",-3.0,2025/04/05,"Adama, Ethiopia"
11245,Laptop Bag,"ETB 2,500",-1.0,2025-05-12,
11246,MacBook Pro,"ETB 120,000",2.0,2025-05-12,"Hawassa, Ethiopia"
11247,iPhone 13,"ETB 45,000",,2025.03.22,"Adama, Ethiopia"
11248,iPhone 13,"ETB 45,000",2.0,2025.03.22,"Bole, Addis Ababa"
11249,Wireless Mouse,"ETB 1,200",-3.0,2025/04/05,
11250,Shoe,"ETB 3,500",3.0,2025-02-10,"Bole, Addis Ababa"
11251,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Hawassa, Ethiopia"
11252,Shoe,"ETB 3,500",-3.0,,
11253,Laptop Bag,"ETB 2,500",1.0,,"Bahir Dar, Ethiopia"
11254,Wireless Mouse,"ETB 1,200",-1.0,2025.03.22,"Hawassa, Ethiopia"
11255,Laptop Bag,"ETB 2,500",3.0,,"Mekelle, Ethiopia"
11256,Samsung S22,"ETB 38,000",-3.0,,
11257,Wireless Mouse,"ETB 1,200",1.0,2025/01/15,"Bole, Addis Ababa"
11258,MacBook Pro,"ETB 120,000",,,"Mekelle, Ethiopia"
11259,Wireless Mouse,"ETB 1,200",1.0,,"Mekelle, Ethiopia"
11260,iPhone 13,"ETB 45,000",-1.0,,"Megenagna, Addis Ababa"
11261,MacBook Pro,"ETB 120,000",,,"Bole, Addis Ababa"
11262,Shoe,"ETB 3,500",3.0,,"Bahir Dar, Ethiopia"
11263,Samsung S22,"ETB 38,000",2.0,,"Mekelle, Ethiopia"
11264,Laptop Bag,"ETB 2,500",-1.0,,"Bole, Addis Ababa"
11265,iPhone 13,"ETB 45,000",1.0,2025.03.22,
11266,Wireless Mouse,"ETB 1,200",1.0,2025-05-12,
11267,Shoe,"ETB 3,500",,2025/04/05,
11268,Wireless Mouse,"ETB 1,200",-3.0,2025-05-12,
11269,Wireless Mouse,"ETB 1,200",,,"Megenagna, Addis Ababa"
11270,Wireless Mouse,"ETB 1,200",1.0,2025-05-12,
11271,Shoe,"ETB 3,500",-3.0,2025/04/05,
11272,Wireless Mouse,"ETB 1,200",-1.0,,"Hawassa, Ethiopia"
11273,Shoe,"ETB 3,500",1.0,,"Adama, Ethiopia"
11274,Laptop Bag,"ETB 2,500",2.0,2025-05-12,"Bole, Addis Ababa"
11275,Laptop Bag,"ETB 2,500",1.0,,"Adama, Ethiopia"
11276,Wireless Mouse,"ETB 1,200",2.0,,"Adama, Ethiopia"
11277,Shoe,"ETB 3,500",-3.0,2025/04/05,
11278,Shoe,"ETB 3,500",,2025.03.22,"Mekelle, Ethiopia"
11279,MacBook Pro,"ETB 120,000",1.0,,"Bahir Dar, Ethiopia"
11280,iPhone 13,"ETB 45,000",-3.0,,"Adama, Ethiopia"
11281,MacBook Pro,"ETB 120,000",2.0,2025-02-10,"Bole, Addis Ababa"
11282,Shoe,"ETB 3,500",,2025/01/15,"Megenagna, Addis Ababa"
11283,Samsung S22,"ETB 38,000",-1.0,,
11284,iPhone 13,"ETB 45,000",2.0,2025-02-10,"Hawassa, Ethiopia"
11285,Wireless Mouse,"ETB 1,200",-3.0,2025-05-12,
11286,iPhone 13,"ETB 45,000",2.0,,"Bole, Addis Ababa"
11287,Wireless Mouse,"ETB 1,200",1.0,2025-02-10,"Mekelle, Ethiopia"
11288,Shoe,"ETB 3,500",3.0,,"Hawassa, Ethiopia"
11289,Wireless Mouse,"ETB 1,200",-1.0,,
11290,Shoe,"ETB 3,500",-1.0,2025-05-12,
